team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
BOSTON CELTICS,240,40,93,10,33,18,23,11,41,29,13,5,12,19,2019-11-07,away,win,108.0,CHARLOTTE HORNETS,87.0,0.3007518796992481,0.23255813953488372,52
CHARLOTTE HORNETS,240,33,86,6,31,15,21,9,40,21,7,9,20,19,2019-11-07,home,loss,87.0,BOSTON CELTICS,108.0,0.2773109243697479,0.16216216216216217,49
PORTLAND TRAIL BLAZERS,240,39,104,11,39,12,16,17,34,18,7,4,13,27,2019-11-07,away,loss,101.0,LOS ANGELES CLIPPERS,107.0,0.2727272727272727,0.22,51
LOS ANGELES CLIPPERS,240,39,89,4,23,25,30,13,44,20,6,12,17,14,2019-11-07,home,win,107.0,PORTLAND TRAIL BLAZERS,101.0,0.3046875,0.14814814814814814,57
MIAMI HEAT,240,45,82,15,28,19,24,5,36,22,9,5,13,28,2019-11-07,away,win,124.0,PHOENIX SUNS,108.0,0.3543307086614173,0.3488372093023256,41
PHOENIX SUNS,240,37,84,11,32,23,31,10,30,22,4,3,14,21,2019-11-07,home,loss,108.0,MIAMI HEAT,124.0,0.30578512396694213,0.2558139534883721,40
OKLAHOMA CITY THUNDER,240,42,80,10,21,18,24,4,27,26,7,2,13,14,2019-11-07,away,loss,112.0,SAN ANTONIO SPURS,121.0,0.3442622950819672,0.3225806451612903,31
SAN ANTONIO SPURS,240,51,94,9,20,10,11,12,35,32,5,3,13,21,2019-11-07,home,win,121.0,OKLAHOMA CITY THUNDER,112.0,0.35172413793103446,0.3103448275862069,47
