team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
NEW ORLEANS PELICANS,240,48,97,13,32,16,21,10,29,18,16,5,21,26,2019-11-04,away,loss,125.0,BROOKLYN NETS,135.0,0.3310344827586207,0.28888888888888886,39
BROOKLYN NETS,240,49,92,16,41,21,28,12,33,32,13,3,23,18,2019-11-04,home,win,135.0,NEW ORLEANS PELICANS,125.0,0.3475177304964539,0.2807017543859649,45
PORTLAND TRAIL BLAZERS,240,47,105,13,40,11,14,16,28,16,5,6,6,23,2019-11-04,away,loss,118.0,GOLDEN STATE WARRIORS,127.0,0.3092105263157895,0.24528301886792453,44
GOLDEN STATE WARRIORS,240,42,86,10,26,33,36,8,39,28,4,4,10,17,2019-11-04,home,win,127.0,PORTLAND TRAIL BLAZERS,118.0,0.328125,0.2777777777777778,47
HOUSTON ROCKETS,240,35,93,17,50,20,29,14,37,20,6,5,18,21,2019-11-04,away,win,107.0,MEMPHIS GRIZZLIES,100.0,0.2734375,0.2537313432835821,51
MEMPHIS GRIZZLIES,240,40,94,3,25,17,21,13,38,19,13,7,14,21,2019-11-04,home,loss,100.0,HOUSTON ROCKETS,107.0,0.29850746268656714,0.10714285714285714,51
MILWAUKEE BUCKS,240,50,93,14,39,20,30,11,46,24,8,6,17,20,2019-11-04,away,win,134.0,MINNESOTA TIMBERWOLVES,106.0,0.34965034965034963,0.2641509433962264,57
MINNESOTA TIMBERWOLVES,240,37,103,13,43,19,22,13,34,20,12,4,15,23,2019-11-04,home,loss,106.0,MILWAUKEE BUCKS,134.0,0.2642857142857143,0.23214285714285715,47
PHILADELPHIA 76ERS,240,42,89,13,29,12,20,9,29,21,11,2,20,29,2019-11-04,away,loss,109.0,PHOENIX SUNS,114.0,0.32061068702290074,0.30952380952380953,38
PHOENIX SUNS,240,41,77,11,28,21,27,5,35,24,6,5,19,24,2019-11-04,home,win,114.0,PHILADELPHIA 76ERS,109.0,0.3474576271186441,0.28205128205128205,40
DETROIT PISTONS,240,34,82,13,27,18,23,13,29,21,4,9,19,20,2019-11-04,away,loss,99.0,WASHINGTON WIZARDS,115.0,0.29310344827586204,0.325,42
WASHINGTON WIZARDS,240,43,93,8,29,21,25,13,28,27,9,7,11,23,2019-11-04,home,win,115.0,DETROIT PISTONS,99.0,0.3161764705882353,0.21621621621621623,41
