team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
OKLAHOMA CITY THUNDER,240,38,80,9,28,22,25,8,31,22,10,2,15,22,away,loss,107.0,LOS ANGELES LAKERS,112.0
LOS ANGELES LAKERS,240,43,89,14,31,12,19,14,32,29,9,8,16,20,home,win,112.0,OKLAHOMA CITY THUNDER,107.0
GOLDEN STATE WARRIORS,240,43,90,9,29,19,22,11,40,33,5,10,14,24,away,win,114.0,MEMPHIS GRIZZLIES,95.0
MEMPHIS GRIZZLIES,240,36,88,9,25,14,19,7,30,26,6,4,12,23,home,loss,95.0,GOLDEN STATE WARRIORS,114.0
PORTLAND TRAIL BLAZERS,240,40,92,16,29,8,13,11,37,20,5,4,17,23,away,loss,104.0,NEW ORLEANS PELICANS,115.0
NEW ORLEANS PELICANS,240,41,93,13,36,20,24,16,37,24,10,5,13,15,home,win,115.0,PORTLAND TRAIL BLAZERS,104.0
PHOENIX SUNS,240,38,89,12,36,28,34,14,25,24,11,4,10,20,away,loss,116.0,SACRAMENTO KINGS,120.0
SACRAMENTO KINGS,240,42,79,13,31,23,25,8,35,28,7,7,18,26,home,win,120.0,PHOENIX SUNS,116.0
