team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
MIAMI HEAT,240,29,78,4,20,13,18,11,25,9,5,6,14,21,2012-05-17,away,loss,75.0,INDIANA PACERS,94.0,0.27102803738317754,0.16666666666666666,36
INDIANA PACERS,240,33,76,8,14,20,23,16,36,20,6,8,14,20,2012-05-17,home,win,94.0,MIAMI HEAT,75.0,0.30275229357798167,0.36363636363636365,52
LOS ANGELES CLIPPERS,240,31,63,9,13,17,23,4,28,13,7,7,18,20,2012-05-17,away,loss,88.0,SAN ANTONIO SPURS,105.0,0.32978723404255317,0.4090909090909091,32
SAN ANTONIO SPURS,240,42,79,10,25,11,17,6,29,23,12,3,11,16,2012-05-17,home,win,105.0,LOS ANGELES CLIPPERS,88.0,0.34710743801652894,0.2857142857142857,35
