team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
LOS ANGELES CLIPPERS,240,40,80,8,19,14,20,9,26,18,9,4,14,14,away,loss,102.0,ATLANTA HAWKS,109.0
ATLANTA HAWKS,240,43,86,11,24,12,14,14,28,24,7,4,15,17,home,win,109.0,LOS ANGELES CLIPPERS,102.0
MIAMI HEAT,240,28,73,6,17,4,7,8,36,20,7,6,24,19,away,loss,66.0,BOSTON CELTICS,78.0
BOSTON CELTICS,240,32,74,4,12,10,16,4,34,15,11,6,15,11,home,win,78.0,MIAMI HEAT,66.0
NEW ORLEANS HORNETS,240,31,71,2,5,19,31,14,29,22,9,6,13,17,away,win,83.0,GOLDEN STATE WARRIORS,81.0
GOLDEN STATE WARRIORS,240,33,79,6,14,9,13,9,28,18,6,6,13,19,home,loss,81.0,NEW ORLEANS HORNETS,83.0
SACRAMENTO KINGS,240,43,82,4,16,20,27,6,28,19,10,8,12,20,away,loss,110.0,OKLAHOMA CITY THUNDER,118.0
OKLAHOMA CITY THUNDER,240,38,81,9,20,33,36,12,31,22,5,8,14,24,home,win,118.0,SACRAMENTO KINGS,110.0
PHOENIX SUNS,240,34,84,5,23,15,23,6,36,18,5,3,15,22,away,loss,88.0,UTAH JAZZ,100.0
UTAH JAZZ,240,37,87,4,13,22,29,14,42,23,9,8,13,21,home,win,100.0,PHOENIX SUNS,88.0
