team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
MILWAUKEE BUCKS,240,32,85,6,18,24,28,10,33,19,11,0,16,22,away,loss,94.0,ATLANTA HAWKS,99.0
ATLANTA HAWKS,240,39,86,8,23,13,15,11,40,20,7,4,23,19,home,win,99.0,MILWAUKEE BUCKS,94.0
NEW JERSEY NETS,240,34,76,5,19,21,28,6,33,19,10,2,20,17,away,loss,94.0,BOSTON CELTICS,107.0
BOSTON CELTICS,240,45,87,4,16,13,17,6,34,35,11,4,15,22,home,win,107.0,NEW JERSEY NETS,94.0
CHICAGO BULLS,240,47,89,10,20,8,12,13,28,31,9,2,10,16,away,win,112.0,CLEVELAND CAVALIERS,91.0
CLEVELAND CAVALIERS,240,35,80,9,22,12,16,10,23,22,7,5,14,14,home,loss,91.0,CHICAGO BULLS,112.0
DENVER NUGGETS,240,43,97,8,22,23,35,19,30,27,9,4,6,27,away,win,117.0,HOUSTON ROCKETS,105.0
HOUSTON ROCKETS,240,36,76,10,29,23,29,10,25,18,1,9,14,25,home,loss,105.0,DENVER NUGGETS,117.0
SACRAMENTO KINGS,240,45,103,9,25,8,9,13,27,23,11,4,5,22,away,loss,107.0,LOS ANGELES LAKERS,115.0
LOS ANGELES LAKERS,240,44,82,6,17,21,26,8,40,25,2,7,13,13,home,win,115.0,SACRAMENTO KINGS,107.0
DALLAS MAVERICKS,240,37,83,11,29,7,10,9,25,25,9,5,12,16,away,loss,92.0,NEW ORLEANS HORNETS,97.0
NEW ORLEANS HORNETS,240,40,88,3,13,14,17,16,34,22,7,2,11,16,home,win,97.0,DALLAS MAVERICKS,92.0
GOLDEN STATE WARRIORS,240,33,82,5,18,12,14,7,32,18,6,5,9,12,away,loss,83.0,PHILADELPHIA 76ERS,105.0
PHILADELPHIA 76ERS,240,42,89,8,17,13,16,11,40,21,4,4,9,11,home,win,105.0,GOLDEN STATE WARRIORS,83.0
LOS ANGELES CLIPPERS,240,32,87,6,16,8,9,13,33,13,8,5,10,22,away,loss,78.0,PHOENIX SUNS,81.0
PHOENIX SUNS,240,28,80,7,21,18,29,15,37,19,2,8,12,14,home,win,81.0,LOS ANGELES CLIPPERS,78.0
CHARLOTTE BOBCATS,240,31,83,3,16,7,10,10,27,21,8,6,17,21,away,loss,72.0,SAN ANTONIO SPURS,102.0
SAN ANTONIO SPURS,240,39,82,10,20,14,21,14,41,20,10,5,18,17,home,win,102.0,CHARLOTTE BOBCATS,72.0
MEMPHIS GRIZZLIES,240,38,81,4,11,22,32,8,27,22,10,4,9,18,away,win,102.0,TORONTO RAPTORS,99.0
TORONTO RAPTORS,240,38,72,6,16,17,20,4,32,25,4,6,16,26,home,loss,99.0,MEMPHIS GRIZZLIES,102.0
MIAMI HEAT,240,37,75,8,17,16,22,8,24,17,9,8,11,21,away,loss,98.0,UTAH JAZZ,99.0
UTAH JAZZ,240,38,90,3,10,20,27,23,27,22,8,6,11,17,home,win,99.0,MIAMI HEAT,98.0
