team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
MEMPHIS GRIZZLIES,240,38,93,1,9,5,10,9,25,23,18,4,9,18,away,loss,82.0,LOS ANGELES LAKERS,90.0
LOS ANGELES LAKERS,240,35,74,6,19,14,21,13,40,24,6,5,27,11,home,win,90.0,MEMPHIS GRIZZLIES,82.0
SAN ANTONIO SPURS,240,35,84,7,12,19,25,10,32,20,9,2,11,22,away,loss,96.0,OKLAHOMA CITY THUNDER,108.0
OKLAHOMA CITY THUNDER,240,38,75,7,19,25,29,7,41,25,10,8,14,19,home,win,108.0,SAN ANTONIO SPURS,96.0
MILWAUKEE BUCKS,240,37,86,3,15,16,24,15,25,23,9,1,13,13,away,loss,93.0,PHOENIX SUNS,109.0
PHOENIX SUNS,240,43,77,10,22,13,17,7,31,30,10,5,14,20,home,win,109.0,MILWAUKEE BUCKS,93.0
CLEVELAND CAVALIERS,240,29,79,3,24,17,24,10,36,17,8,5,24,20,away,loss,78.0,PORTLAND TRAIL BLAZERS,98.0
PORTLAND TRAIL BLAZERS,240,38,92,6,23,16,18,9,33,27,14,6,14,20,home,win,98.0,CLEVELAND CAVALIERS,78.0
ORLANDO MAGIC,240,37,87,10,32,20,31,17,26,24,10,1,10,20,away,win,104.0,SACRAMENTO KINGS,97.0
SACRAMENTO KINGS,240,38,73,3,20,18,24,10,35,16,4,5,17,24,home,loss,97.0,ORLANDO MAGIC,104.0
MINNESOTA TIMBERWOLVES,240,36,80,10,26,11,15,10,34,22,8,7,16,18,away,win,93.0,WASHINGTON WIZARDS,72.0
WASHINGTON WIZARDS,240,30,87,3,10,9,16,16,29,15,9,10,15,17,home,loss,72.0,MINNESOTA TIMBERWOLVES,93.0
