team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
HOUSTON ROCKETS,240,32,83,6,17,12,16,14,43,18,4,9,22,17,away,win,82.0,CHARLOTTE BOBCATS,70.0
CHARLOTTE BOBCATS,240,30,88,1,13,9,11,12,32,16,6,7,14,19,home,loss,70.0,HOUSTON ROCKETS,82.0
DALLAS MAVERICKS,240,38,69,4,15,20,27,5,31,28,13,4,14,23,away,win,100.0,DETROIT PISTONS,86.0
DETROIT PISTONS,240,30,69,6,13,20,25,5,24,17,7,2,20,18,home,loss,86.0,DALLAS MAVERICKS,100.0
MIAMI HEAT,265,39,85,2,11,26,40,14,34,16,14,5,22,23,away,loss,106.0,GOLDEN STATE WARRIORS,111.0
GOLDEN STATE WARRIORS,265,38,95,9,27,26,30,18,34,23,14,9,20,26,home,win,111.0,MIAMI HEAT,106.0
PHOENIX SUNS,240,34,80,7,20,8,12,9,26,18,9,1,11,16,away,loss,83.0,LOS ANGELES LAKERS,99.0
LOS ANGELES LAKERS,240,39,80,2,17,19,23,14,35,27,5,2,14,18,home,win,99.0,PHOENIX SUNS,83.0
OKLAHOMA CITY THUNDER,240,34,74,6,15,26,32,14,37,14,4,6,14,23,away,win,100.0,MEMPHIS GRIZZLIES,95.0
MEMPHIS GRIZZLIES,240,39,85,5,12,12,20,10,29,16,6,6,9,21,home,loss,95.0,OKLAHOMA CITY THUNDER,100.0
SAN ANTONIO SPURS,240,45,75,4,14,9,16,5,30,29,6,6,16,16,away,loss,103.0,MILWAUKEE BUCKS,106.0
MILWAUKEE BUCKS,240,44,85,9,14,9,10,7,23,31,7,4,11,15,home,win,106.0,SAN ANTONIO SPURS,103.0
CHICAGO BULLS,240,43,81,11,20,14,21,10,37,24,4,9,18,23,away,win,111.0,MINNESOTA TIMBERWOLVES,100.0
MINNESOTA TIMBERWOLVES,240,33,78,8,22,26,32,7,23,18,10,4,11,17,home,loss,100.0,CHICAGO BULLS,111.0
SACRAMENTO KINGS,240,34,86,4,19,13,21,13,30,16,7,4,15,13,away,loss,85.0,PHILADELPHIA 76ERS,112.0
PHILADELPHIA 76ERS,240,47,83,5,13,13,19,4,42,30,9,7,10,15,home,win,112.0,SACRAMENTO KINGS,85.0
LOS ANGELES CLIPPERS,240,37,83,6,23,17,24,13,26,18,5,4,14,27,away,loss,97.0,PORTLAND TRAIL BLAZERS,105.0
PORTLAND TRAIL BLAZERS,240,37,72,5,14,26,32,7,27,21,8,2,11,24,home,win,105.0,LOS ANGELES CLIPPERS,97.0
CLEVELAND CAVALIERS,240,35,78,4,20,31,43,18,24,13,8,5,13,27,away,loss,105.0,UTAH JAZZ,113.0
UTAH JAZZ,240,45,76,3,10,20,29,9,28,24,2,7,14,30,home,win,113.0,CLEVELAND CAVALIERS,105.0
TORONTO RAPTORS,240,30,76,4,20,14,17,14,30,21,7,5,22,17,away,loss,78.0,WASHINGTON WIZARDS,93.0
WASHINGTON WIZARDS,240,40,82,4,13,9,17,9,30,20,12,8,13,20,home,win,93.0,TORONTO RAPTORS,78.0
