team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
MIAMI HEAT,240,37,76,7,16,17,22,10,34,15,8,4,12,21,2012-06-07,away,win,98.0,BOSTON CELTICS,79.0,0.3274336283185841,0.30434782608695654,44
BOSTON CELTICS,240,32,75,1,14,14,20,7,27,14,9,3,13,19,2012-06-07,home,loss,79.0,MIAMI HEAT,98.0,0.29906542056074764,0.06666666666666667,34
