slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
jamesle01,LeBron James,CLEVELAND CAVALIERS,HOME,BOSTON CELTICS,WIN,2640,7,20,2,5,5,8,1,5,13,3,2,4,3,19.1
garneke01,Kevin Garnett,BOSTON CELTICS,AWAY,CLEVELAND CAVALIERS,LOSS,2417,6,13,0,0,3,3,2,8,4,0,1,1,1,14.2
allenra02,Ray Allen,BOSTON CELTICS,AWAY,CLEVELAND CAVALIERS,LOSS,2333,4,10,2,4,5,5,0,6,3,0,1,0,2,13.4
gibsoda01,Daniel Gibson,CLEVELAND CAVALIERS,HOME,BOSTON CELTICS,WIN,1655,5,9,2,4,2,4,1,5,4,0,0,0,2,13.1
szczewa02,Wally Szczerbiak,CLEVELAND CAVALIERS,HOME,BOSTON CELTICS,WIN,1839,6,11,2,4,0,0,1,1,2,0,0,0,2,10.3
varejan01,Anderson Varejão,CLEVELAND CAVALIERS,HOME,BOSTON CELTICS,WIN,1540,6,8,0,0,0,0,0,6,0,0,0,0,2,9.8
brownpj01,P.J. Brown,BOSTON CELTICS,AWAY,CLEVELAND CAVALIERS,LOSS,1362,4,4,0,0,0,0,1,5,0,0,2,0,2,9.6
rondora01,Rajon Rondo,BOSTON CELTICS,AWAY,CLEVELAND CAVALIERS,LOSS,2027,7,14,1,3,0,2,1,2,4,2,0,3,3,9.1
smithjo02,Joe Smith,CLEVELAND CAVALIERS,HOME,BOSTON CELTICS,WIN,1490,4,6,0,0,0,0,0,6,1,0,0,0,2,7.1
ilgauzy01,Zydrunas Ilgauskas,CLEVELAND CAVALIERS,HOME,BOSTON CELTICS,WIN,1368,3,10,0,0,3,4,3,4,2,0,0,1,1,6.1
piercpa01,Paul Pierce,BOSTON CELTICS,AWAY,CLEVELAND CAVALIERS,LOSS,2461,6,17,0,3,1,2,0,5,3,0,0,1,2,4.9
wallabe01,Ben Wallace,CLEVELAND CAVALIERS,HOME,BOSTON CELTICS,WIN,1354,1,4,0,0,0,0,1,6,1,2,0,0,1,4.4
poseyja01,James Posey,BOSTON CELTICS,AWAY,CLEVELAND CAVALIERS,LOSS,1166,0,2,0,2,3,4,0,4,0,0,0,0,1,2.0
cassesa01,Sam Cassell,BOSTON CELTICS,AWAY,CLEVELAND CAVALIERS,LOSS,853,0,5,0,2,4,4,0,1,2,0,0,1,1,0.8
pavloal01,Sasha Pavlović,CLEVELAND CAVALIERS,HOME,BOSTON CELTICS,WIN,733,0,1,0,0,2,2,0,1,0,0,0,0,2,0.8
perkike01,Kendrick Perkins,BOSTON CELTICS,AWAY,CLEVELAND CAVALIERS,LOSS,1133,0,2,0,0,2,4,2,1,0,1,0,1,3,0.3
powele01,Leon Powe,BOSTON CELTICS,AWAY,CLEVELAND CAVALIERS,LOSS,374,0,2,0,0,2,2,0,0,0,0,0,0,1,0.2
westde01,Delonte West,CLEVELAND CAVALIERS,HOME,BOSTON CELTICS,WIN,1780,3,8,0,4,0,0,1,0,1,0,0,2,2,0.2
davisgl01,Glen Davis,BOSTON CELTICS,AWAY,CLEVELAND CAVALIERS,LOSS,274,0,1,0,0,0,0,0,0,0,0,0,1,1,-2.1
