slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
stoudam01,Amar'e Stoudemire,PHOENIX SUNS,HOME,HOUSTON ROCKETS,WIN,2360,9,15,0,1,20,20,2,11,0,0,4,2,5,34.6
willima01,Mo Williams,MILWAUKEE BUCKS,HOME,CLEVELAND CAVALIERS,WIN,2200,9,11,1,1,10,12,0,5,13,1,0,1,3,33.5
johnsjo02,Joe Johnson,ATLANTA HAWKS,HOME,ORLANDO MAGIC,WIN,2729,12,20,3,5,7,7,2,3,7,3,1,2,2,32.9
iguodan01,Andre Iguodala,PHILADELPHIA 76ERS,HOME,NEW JERSEY NETS,WIN,2701,8,17,2,3,10,12,1,6,5,3,1,3,0,25.2
westda01,David West,NEW ORLEANS HORNETS,HOME,BOSTON CELTICS,WIN,2592,15,25,0,0,7,7,0,4,0,0,0,1,3,24.5
gomesry01,Ryan Gomes,MINNESOTA TIMBERWOLVES,HOME,NEW YORK KNICKS,WIN,1817,12,17,0,1,2,2,1,7,2,1,0,0,1,23.7
boozeca01,Carlos Boozer,UTAH JAZZ,HOME,SEATTLE SUPERSONICS,WIN,2248,9,16,0,0,8,10,6,7,0,1,0,1,5,21.9
cartevi01,Vince Carter,NEW JERSEY NETS,AWAY,PHILADELPHIA 76ERS,LOSS,2527,10,25,1,4,6,6,4,4,5,3,0,1,5,21.0
przybjo01,Joel Przybilla,PORTLAND TRAIL BLAZERS,AWAY,LOS ANGELES CLIPPERS,WIN,2122,7,10,0,0,0,0,8,18,0,0,1,0,2,20.7
milicda01,Darko Miličić,MEMPHIS GRIZZLIES,HOME,SACRAMENTO KINGS,WIN,1824,6,11,0,0,7,8,4,6,1,1,3,1,1,20.3
richaja01,Jason Richardson,CHARLOTTE BOBCATS,HOME,MIAMI HEAT,WIN,2103,8,17,2,5,6,6,1,2,4,2,1,1,2,20.3
