slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
richaja01,Jason Richardson,CHARLOTTE BOBCATS,AWAY,NEW JERSEY NETS,LOSS,2775,11,23,5,10,4,4,2,8,4,8,0,3,4,29.3
westda01,David West,NEW ORLEANS HORNETS,HOME,LOS ANGELES CLIPPERS,WIN,1993,12,17,0,0,8,8,1,4,2,1,0,0,4,27.6
paulch01,Chris Paul,NEW ORLEANS HORNETS,HOME,LOS ANGELES CLIPPERS,WIN,2212,10,13,0,1,2,2,0,4,12,2,1,3,0,26.2
odomla01,Lamar Odom,LOS ANGELES LAKERS,HOME,SACRAMENTO KINGS,WIN,1606,5,5,0,0,5,5,2,10,3,3,2,1,2,22.6
doubyqu01,Quincy Douby,SACRAMENTO KINGS,AWAY,LOS ANGELES LAKERS,LOSS,2010,11,22,3,6,7,7,0,2,3,1,0,2,4,21.1
evansma01,Maurice Evans,ORLANDO MAGIC,AWAY,ATLANTA HAWKS,WIN,2166,11,16,4,6,1,1,1,2,1,0,0,1,1,20.8
gasolpa01,Pau Gasol,LOS ANGELES LAKERS,HOME,SACRAMENTO KINGS,WIN,1634,9,11,0,0,4,6,1,6,3,0,2,2,2,20.3
jefferi01,Richard Jefferson,NEW JERSEY NETS,HOME,CHARLOTTE BOBCATS,WIN,2740,11,21,1,4,5,6,0,4,5,2,0,4,1,19.6
gomesry01,Ryan Gomes,MINNESOTA TIMBERWOLVES,AWAY,DETROIT PISTONS,LOSS,2471,5,10,3,4,1,2,3,6,6,3,0,0,1,19.3
thornal01,Al Thornton,LOS ANGELES CLIPPERS,AWAY,NEW ORLEANS HORNETS,LOSS,2078,10,17,1,3,5,8,2,3,3,0,0,2,0,19.3
jackja01,Jarrett Jack,PORTLAND TRAIL BLAZERS,HOME,MEMPHIS GRIZZLIES,WIN,2343,6,12,2,6,4,5,1,6,5,3,0,2,1,18.2
