slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
odomla01,Lamar Odom,LOS ANGELES CLIPPERS,HOME,HOUSTON ROCKETS,LOSS,2445,13,18,2,3,2,2,4,6,2,2,0,3,4,26.0
lewisra02,Rashard Lewis,SEATTLE SUPERSONICS,AWAY,PHOENIX SUNS,WIN,2081,12,16,1,2,4,6,1,5,1,3,1,2,4,24.8
mcgratr01,Tracy McGrady,ORLANDO MAGIC,HOME,MEMPHIS GRIZZLIES,LOSS,2486,11,23,3,10,9,11,1,6,4,2,0,2,5,24.8
davisan01,Antonio Davis,TORONTO RAPTORS,AWAY,NEW YORK KNICKS,LOSS,2338,8,12,0,0,7,8,2,10,2,1,0,2,0,22.2
harprma01,Matt Harpring,UTAH JAZZ,HOME,BOSTON CELTICS,WIN,2399,11,17,0,3,3,3,2,3,1,0,0,0,1,20.1
willija02,Jason Williams,MEMPHIS GRIZZLIES,AWAY,ORLANDO MAGIC,WIN,2078,7,15,3,5,0,0,0,5,15,2,0,3,1,19.9
piercpa01,Paul Pierce,BOSTON CELTICS,AWAY,UTAH JAZZ,LOSS,2204,4,12,1,4,15,17,0,8,5,1,0,2,4,19.7
hilarne01,Nenê Hilário,DENVER NUGGETS,HOME,DALLAS MAVERICKS,LOSS,2036,9,11,0,0,5,9,0,3,2,3,0,2,3,19.4
gasolpa01,Pau Gasol,MEMPHIS GRIZZLIES,AWAY,ORLANDO MAGIC,WIN,2388,10,16,0,0,6,7,2,6,2,0,0,3,2,19.2
nashst01,Steve Nash,DALLAS MAVERICKS,AWAY,DENVER NUGGETS,WIN,1669,5,8,2,2,4,4,3,2,5,0,0,0,0,18.6
whitero02,Rodney White,DENVER NUGGETS,HOME,DALLAS MAVERICKS,LOSS,2359,8,14,1,3,0,0,1,11,10,1,1,4,2,18.3
marbust01,Stephon Marbury,PHOENIX SUNS,HOME,SEATTLE SUPERSONICS,LOSS,2611,10,20,0,2,2,2,1,5,10,0,0,3,1,17.8
thomaku01,Kurt Thomas,NEW YORK KNICKS,HOME,TORONTO RAPTORS,WIN,2092,11,17,0,0,1,2,0,10,3,0,0,2,1,17.8
poseyja01,James Posey,HOUSTON ROCKETS,AWAY,LOS ANGELES CLIPPERS,WIN,2360,8,9,5,6,2,3,0,1,1,1,0,3,2,17.7
stockjo01,John Stockton,UTAH JAZZ,HOME,BOSTON CELTICS,WIN,1791,6,8,0,0,5,5,0,3,8,1,0,3,3,17.1
houstal01,Allan Houston,NEW YORK KNICKS,HOME,TORONTO RAPTORS,WIN,2225,7,14,2,5,4,4,0,1,6,1,0,2,1,16.1
howarju01,Juwan Howard,DENVER NUGGETS,HOME,DALLAS MAVERICKS,LOSS,2180,9,19,0,0,7,9,2,3,1,1,0,2,1,16.1
harvedo01,Donnell Harvey,DENVER NUGGETS,HOME,DALLAS MAVERICKS,LOSS,1823,5,7,0,1,3,3,5,5,1,1,1,0,4,15.9
vanexni01,Nick Van Exel,DALLAS MAVERICKS,AWAY,DENVER NUGGETS,WIN,1680,9,17,2,4,4,4,0,2,4,0,0,3,1,15.7
malonka01,Karl Malone,UTAH JAZZ,HOME,BOSTON CELTICS,WIN,2324,5,16,0,0,9,14,2,10,7,4,0,5,2,15.3
wrighlo02,Lorenzen Wright,MEMPHIS GRIZZLIES,AWAY,ORLANDO MAGIC,WIN,1993,7,11,0,0,3,4,3,7,3,1,1,2,6,15.3
nowitdi01,Dirk Nowitzki,DALLAS MAVERICKS,AWAY,DENVER NUGGETS,WIN,2405,6,23,1,8,12,12,1,7,2,2,2,3,2,15.1
griffed01,Eddie Griffin,HOUSTON ROCKETS,AWAY,LOS ANGELES CLIPPERS,WIN,1471,6,10,2,4,2,2,0,5,2,1,1,0,3,14.8
allenra02,Ray Allen,SEATTLE SUPERSONICS,AWAY,PHOENIX SUNS,WIN,2550,7,18,1,5,8,10,1,5,3,2,0,3,4,14.1
garripa01,Pat Garrity,ORLANDO MAGIC,HOME,MEMPHIS GRIZZLIES,LOSS,2427,8,14,2,6,1,2,0,5,2,4,0,4,2,14.1
ricegl01,Glen Rice,HOUSTON ROCKETS,AWAY,LOS ANGELES CLIPPERS,WIN,938,6,7,3,3,0,0,2,1,1,0,0,1,1,13.5
cartevi01,Vince Carter,TORONTO RAPTORS,AWAY,NEW YORK KNICKS,LOSS,2476,10,20,1,5,0,0,2,3,6,0,0,3,3,13.3
battish01,Shane Battier,MEMPHIS GRIZZLIES,AWAY,ORLANDO MAGIC,WIN,2116,5,11,2,4,1,2,2,4,2,4,0,1,2,13.1
persowe01,Wesley Person,MEMPHIS GRIZZLIES,AWAY,ORLANDO MAGIC,WIN,2088,6,11,1,3,2,2,1,3,2,1,1,1,1,13.0
willial02,Alvin Williams,TORONTO RAPTORS,AWAY,NEW YORK KNICKS,LOSS,2243,4,11,1,3,6,6,0,1,8,1,0,2,3,12.6
sprewla01,Latrell Sprewell,NEW YORK KNICKS,HOME,TORONTO RAPTORS,WIN,2245,6,11,1,3,0,0,0,5,6,2,0,3,0,12.4
giricgo01,Gordan Giriček,ORLANDO MAGIC,HOME,MEMPHIS GRIZZLIES,LOSS,2163,8,16,2,7,1,2,1,4,3,1,0,3,1,12.2
eisleho01,Howard Eisley,NEW YORK KNICKS,HOME,TORONTO RAPTORS,WIN,1705,5,8,3,6,0,0,0,1,5,1,0,1,3,12.0
lafrera01,Raef LaFrentz,DALLAS MAVERICKS,AWAY,DENVER NUGGETS,WIN,877,5,7,2,3,2,2,0,4,0,0,1,0,3,11.8
millemi01,Mike Miller,MEMPHIS GRIZZLIES,AWAY,ORLANDO MAGIC,WIN,951,5,9,2,4,2,2,1,2,1,0,0,0,1,11.3
bradlmi01,Michael Bradley,TORONTO RAPTORS,AWAY,NEW YORK KNICKS,LOSS,2510,5,6,0,0,0,0,1,7,2,0,0,0,2,11.2
andersh01,Shandon Anderson,NEW YORK KNICKS,HOME,TORONTO RAPTORS,WIN,1290,4,6,1,2,3,4,0,3,2,1,0,1,1,10.9
najered01,Eduardo Nájera,DALLAS MAVERICKS,AWAY,DENVER NUGGETS,WIN,2056,2,3,0,0,1,2,3,2,2,4,3,1,4,10.9
mccarwa01,Walter McCarty,BOSTON CELTICS,AWAY,UTAH JAZZ,LOSS,2078,5,9,1,3,0,2,4,2,0,0,4,1,1,10.7
whitnch01,Chris Whitney,ORLANDO MAGIC,HOME,MEMPHIS GRIZZLIES,LOSS,1482,3,8,1,3,4,4,0,2,4,1,0,1,0,10.0
willier01,Eric Williams,BOSTON CELTICS,AWAY,UTAH JAZZ,LOSS,2243,3,8,0,1,8,10,2,3,4,0,0,2,5,9.9
voskuja01,Jake Voskuhl,PHOENIX SUNS,HOME,SEATTLE SUPERSONICS,LOSS,1713,4,6,0,0,4,4,2,1,0,0,1,1,3,9.6
norrimo01,Moochie Norris,HOUSTON ROCKETS,AWAY,LOS ANGELES CLIPPERS,WIN,1497,3,7,0,0,1,2,1,1,8,0,0,0,0,9.5
moblecu01,Cuttino Mobley,HOUSTON ROCKETS,AWAY,LOS ANGELES CLIPPERS,WIN,2143,6,13,2,6,1,1,0,3,4,0,0,2,2,9.2
walkean02,Antoine Walker,BOSTON CELTICS,AWAY,UTAH JAZZ,LOSS,2634,7,18,4,9,2,4,1,7,1,1,0,4,2,9.1
bradlsh01,Shawn Bradley,DALLAS MAVERICKS,AWAY,DENVER NUGGETS,WIN,1543,2,3,0,0,2,2,4,2,2,1,3,2,4,9.0
tayloma01,Maurice Taylor,HOUSTON ROCKETS,AWAY,LOS ANGELES CLIPPERS,WIN,1433,6,9,0,0,2,3,0,2,2,0,0,2,2,8.9
huntest01,Steven Hunter,ORLANDO MAGIC,HOME,MEMPHIS GRIZZLIES,LOSS,1029,3,4,0,0,0,0,2,2,0,0,4,0,1,8.8
weathcl01,Clarence Weatherspoon,NEW YORK KNICKS,HOME,TORONTO RAPTORS,WIN,1175,2,3,0,0,4,7,1,6,0,0,0,0,0,8.0
langhda01,Dan Langhi,PHOENIX SUNS,HOME,SEATTLE SUPERSONICS,LOSS,1339,4,6,1,1,0,0,1,3,1,0,0,0,3,7.5
stoudam01,Amar'e Stoudemire,PHOENIX SUNS,HOME,SEATTLE SUPERSONICS,LOSS,1239,4,7,0,0,1,2,1,5,1,0,2,1,3,7.4
brownke01,Kedrick Brown,BOSTON CELTICS,AWAY,UTAH JAZZ,LOSS,1256,2,4,0,1,2,4,1,3,1,4,0,1,3,7.3
ollieke01,Kevin Ollie,SEATTLE SUPERSONICS,AWAY,PHOENIX SUNS,WIN,1833,1,6,0,0,2,2,1,7,3,2,0,0,0,7.1
cheanca01,Calbert Cheaney,UTAH JAZZ,HOME,BOSTON CELTICS,WIN,2168,6,12,0,1,0,0,0,2,2,0,0,0,3,6.8
mariosh01,Shawn Marion,PHOENIX SUNS,HOME,SEATTLE SUPERSONICS,LOSS,2314,5,17,2,9,3,5,0,9,1,2,0,1,5,6.7
maggeco01,Corey Maggette,LOS ANGELES CLIPPERS,HOME,HOUSTON ROCKETS,LOSS,1777,3,11,2,5,6,6,0,2,1,2,0,3,3,6.6
petermo01,Morris Peterson,TORONTO RAPTORS,AWAY,NEW YORK KNICKS,LOSS,2199,6,14,2,5,0,0,0,3,2,1,0,3,1,6.5
jacksma01,Mark Jackson,UTAH JAZZ,HOME,BOSTON CELTICS,WIN,1089,2,4,1,2,0,0,0,2,4,1,0,1,1,6.0
colesbi01,Bimbo Coles,BOSTON CELTICS,AWAY,UTAH JAZZ,LOSS,1104,1,3,0,0,2,2,1,0,4,0,0,0,0,5.8
evansre01,Reggie Evans,SEATTLE SUPERSONICS,AWAY,PHOENIX SUNS,WIN,1733,1,5,0,0,1,1,7,6,0,0,0,0,2,5.8
parksch02,Cherokee Parks,LOS ANGELES CLIPPERS,HOME,HOUSTON ROCKETS,LOSS,1773,3,5,0,0,0,0,1,2,1,1,1,1,2,5.6
doleami01,Michael Doleac,NEW YORK KNICKS,HOME,TORONTO RAPTORS,WIN,788,2,3,0,0,2,2,1,2,1,0,0,0,3,5.5
millean02,Andre Miller,LOS ANGELES CLIPPERS,HOME,HOUSTON ROCKETS,LOSS,2193,4,10,0,1,3,4,1,1,5,1,0,4,3,5.5
griffad01,Adrian Griffin,DALLAS MAVERICKS,AWAY,DENVER NUGGETS,WIN,1799,3,10,0,0,2,2,2,5,1,2,0,1,4,5.2
barrybr01,Brent Barry,SEATTLE SUPERSONICS,AWAY,PHOENIX SUNS,WIN,2184,1,8,1,4,3,4,0,3,8,0,0,1,2,5.1
francst01,Steve Francis,HOUSTON ROCKETS,AWAY,LOS ANGELES CLIPPERS,WIN,1504,2,8,0,1,4,4,1,3,3,2,0,3,2,5.1
zhizhwa01,Wang Zhizhi,LOS ANGELES CLIPPERS,HOME,HOUSTON ROCKETS,LOSS,1568,3,10,0,1,3,5,3,3,0,0,0,0,1,5.0
mingya01,Yao Ming,HOUSTON ROCKETS,AWAY,LOS ANGELES CLIPPERS,WIN,1192,3,6,0,0,2,2,0,3,1,1,0,2,2,4.8
harriad01,Adam Harrington,DENVER NUGGETS,HOME,DALLAS MAVERICKS,LOSS,540,2,3,0,1,1,2,0,1,2,0,0,0,1,4.6
rooksse01,Sean Rooks,LOS ANGELES CLIPPERS,HOME,HOUSTON ROCKETS,LOSS,1313,5,10,0,0,0,0,1,1,2,0,0,2,2,4.6
wardch01,Charlie Ward,NEW YORK KNICKS,HOME,TORONTO RAPTORS,WIN,1175,1,8,1,7,0,0,0,0,8,1,0,0,0,4.4
abdulta01,Tariq Abdul-Wahad,DALLAS MAVERICKS,AWAY,DENVER NUGGETS,WIN,1004,2,3,0,0,0,0,0,4,1,0,1,1,1,3.9
amaecjo01,John Amaechi,UTAH JAZZ,HOME,BOSTON CELTICS,WIN,553,1,1,0,0,1,2,1,1,0,1,0,0,1,3.9
piatker01,Eric Piatkowski,LOS ANGELES CLIPPERS,HOME,HOUSTON ROCKETS,LOSS,941,3,6,1,1,1,1,1,2,0,0,0,2,1,3.9
