slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
jonesed02,Eddie Jones,MIAMI HEAT,HOME,HOUSTON ROCKETS,LOSS,3066,11,27,3,8,7,8,1,9,7,6,0,2,1,29.0
piercpa01,Paul Pierce,BOSTON CELTICS,AWAY,CHICAGO BULLS,LOSS,2856,10,28,1,6,16,19,2,13,5,2,1,4,4,26.1
lewisra02,Rashard Lewis,SEATTLE SUPERSONICS,AWAY,CLEVELAND CAVALIERS,WIN,2440,10,15,2,3,7,9,3,7,4,1,0,3,2,25.9
duncati01,Tim Duncan,SAN ANTONIO SPURS,AWAY,LOS ANGELES CLIPPERS,LOSS,2467,16,29,0,0,0,0,4,7,1,0,2,2,1,22.7
hilarne01,Nenê Hilário,DENVER NUGGETS,AWAY,PHILADELPHIA 76ERS,LOSS,1507,9,11,0,0,5,7,2,1,0,1,4,2,3,20.4
paytoga01,Gary Payton,SEATTLE SUPERSONICS,AWAY,CLEVELAND CAVALIERS,WIN,2286,11,22,0,1,1,1,1,3,9,2,1,1,4,20.0
jonesju01,Jumaine Jones,CLEVELAND CAVALIERS,HOME,SEATTLE SUPERSONICS,LOSS,1593,7,11,5,6,0,0,4,3,1,2,0,1,2,18.7
wrighlo02,Lorenzen Wright,MEMPHIS GRIZZLIES,HOME,GOLDEN STATE WARRIORS,WIN,1673,5,8,0,0,5,8,3,9,2,1,3,0,2,18.7
drobnpr01,Predrag Drobnjak,SEATTLE SUPERSONICS,AWAY,CLEVELAND CAVALIERS,WIN,1909,10,18,0,1,3,5,2,2,3,3,1,2,2,18.6
moblecu01,Cuttino Mobley,HOUSTON ROCKETS,AWAY,MIAMI HEAT,WIN,3009,9,20,3,6,6,6,0,5,1,2,0,1,5,17.8
olowomi01,Michael Olowokandi,LOS ANGELES CLIPPERS,HOME,SAN ANTONIO SPURS,WIN,2311,8,12,0,0,1,2,3,15,2,1,4,3,6,17.8
