slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
garneke01,Kevin Garnett,MINNESOTA TIMBERWOLVES,HOME,SAN ANTONIO SPURS,WIN,2148,14,19,0,0,6,8,3,7,8,2,1,2,3,34.8
davisri01,Ricky Davis,CLEVELAND CAVALIERS,HOME,LOS ANGELES CLIPPERS,WIN,2508,10,21,0,1,12,13,1,9,8,2,0,1,2,30.1
stackje01,Jerry Stackhouse,WASHINGTON WIZARDS,HOME,PHOENIX SUNS,WIN,2505,11,25,1,5,10,10,0,2,9,1,1,1,3,26.3
maggeco01,Corey Maggette,LOS ANGELES CLIPPERS,AWAY,CLEVELAND CAVALIERS,LOSS,2597,10,23,3,7,11,13,4,7,2,2,0,2,5,25.4
gasolpa01,Pau Gasol,MEMPHIS GRIZZLIES,HOME,HOUSTON ROCKETS,LOSS,2400,7,15,0,0,12,14,1,7,3,1,4,1,3,24.0
cassesa01,Sam Cassell,MILWAUKEE BUCKS,AWAY,NEW ORLEANS HORNETS,WIN,2242,11,20,3,6,0,0,0,4,10,3,1,4,5,21.3
besttr01,Travis Best,MIAMI HEAT,HOME,INDIANA PACERS,LOSS,2225,7,10,1,3,5,5,0,1,3,2,0,0,1,19.8
marbust01,Stephon Marbury,PHOENIX SUNS,AWAY,WASHINGTON WIZARDS,LOSS,2667,12,22,2,5,3,4,0,3,8,1,1,6,1,19.8
mashbja01,Jamal Mashburn,NEW ORLEANS HORNETS,HOME,MILWAUKEE BUCKS,LOSS,2822,8,20,2,7,6,7,2,5,6,0,1,1,0,19.6
jefferi01,Richard Jefferson,NEW JERSEY NETS,AWAY,DENVER NUGGETS,WIN,2319,8,16,0,0,7,9,0,4,2,3,1,0,5,18.5
allenra02,Ray Allen,MILWAUKEE BUCKS,AWAY,NEW ORLEANS HORNETS,WIN,2353,7,17,2,6,6,6,4,4,6,1,0,3,2,18.3
millere01,Reggie Miller,INDIANA PACERS,AWAY,MIAMI HEAT,WIN,1717,5,9,3,6,8,8,0,1,2,0,0,0,1,18.0
francst01,Steve Francis,HOUSTON ROCKETS,AWAY,MEMPHIS GRIZZLIES,WIN,2578,7,15,1,2,7,9,2,4,9,2,0,7,1,17.0
reddmi01,Michael Redd,MILWAUKEE BUCKS,AWAY,NEW ORLEANS HORNETS,WIN,2065,8,14,6,8,0,0,2,4,1,0,0,2,1,16.3
butleca01,Caron Butler,MIAMI HEAT,HOME,INDIANA PACERS,LOSS,2434,7,17,0,3,8,12,0,2,6,2,0,0,5,16.1
johnsjo02,Joe Johnson,PHOENIX SUNS,AWAY,WASHINGTON WIZARDS,LOSS,2717,10,19,1,1,0,0,2,7,5,1,0,3,4,15.1
goodedr01,Drew Gooden,MEMPHIS GRIZZLIES,HOME,HOUSTON ROCKETS,LOSS,2219,8,18,0,1,3,4,6,5,1,1,0,0,4,15.0
mariosh01,Shawn Marion,PHOENIX SUNS,AWAY,WASHINGTON WIZARDS,LOSS,2624,8,19,0,4,5,7,2,11,3,2,1,3,4,15.0
richaqu01,Quentin Richardson,LOS ANGELES CLIPPERS,AWAY,CLEVELAND CAVALIERS,LOSS,2223,7,14,3,7,3,4,3,1,4,1,0,2,5,14.8
grantbr01,Brian Grant,MIAMI HEAT,HOME,INDIANA PACERS,LOSS,2013,5,9,0,0,2,2,4,12,1,1,1,0,6,14.1
laettch01,Christian Laettner,WASHINGTON WIZARDS,HOME,PHOENIX SUNS,WIN,1920,6,10,0,0,0,0,1,7,3,3,2,1,4,14.1
packro01,Robert Pack,NEW ORLEANS HORNETS,HOME,MILWAUKEE BUCKS,LOSS,1807,7,11,0,0,1,1,0,5,4,3,0,3,1,14.0
willija02,Jason Williams,MEMPHIS GRIZZLIES,HOME,HOUSTON ROCKETS,LOSS,2100,6,10,3,6,0,0,0,3,8,1,0,2,5,13.9
tayloma01,Maurice Taylor,HOUSTON ROCKETS,AWAY,MEMPHIS GRIZZLIES,WIN,1776,5,8,0,0,6,7,0,2,2,0,3,2,1,13.7
poseyja01,James Posey,HOUSTON ROCKETS,AWAY,MEMPHIS GRIZZLIES,WIN,1848,6,11,0,0,2,3,2,2,2,3,0,1,2,12.9
szczewa02,Wally Szczerbiak,MINNESOTA TIMBERWOLVES,HOME,SAN ANTONIO SPURS,WIN,1851,7,15,2,2,1,2,1,2,3,1,0,0,1,12.9
wagneda02,Dajuan Wagner,CLEVELAND CAVALIERS,HOME,LOS ANGELES CLIPPERS,WIN,1743,8,18,3,5,1,2,0,1,2,2,2,2,1,12.9
onealje01,Jermaine O'Neal,INDIANA PACERS,AWAY,MIAMI HEAT,WIN,1595,8,15,0,0,2,5,3,8,0,0,3,1,6,12.7
martike01,Kenyon Martin,NEW JERSEY NETS,AWAY,DENVER NUGGETS,WIN,2165,5,8,0,0,7,10,2,7,2,1,0,4,4,12.5
harrilu01,Lucious Harris,NEW JERSEY NETS,AWAY,DENVER NUGGETS,WIN,2036,7,18,0,2,2,2,3,4,4,1,0,1,0,12.3
wesleda01,David Wesley,NEW ORLEANS HORNETS,HOME,MILWAUKEE BUCKS,LOSS,2618,7,19,3,7,3,4,0,1,1,4,0,1,3,11.9
jordami01,Michael Jordan,WASHINGTON WIZARDS,HOME,PHOENIX SUNS,WIN,2278,9,14,0,0,1,2,0,7,1,2,0,5,1,11.8
artesro01,Metta World Peace,INDIANA PACERS,AWAY,MIAMI HEAT,WIN,2298,6,13,1,4,5,10,0,3,4,1,0,2,2,11.2
gadzuda01,Dan Gadzuric,MILWAUKEE BUCKS,AWAY,NEW ORLEANS HORNETS,WIN,987,4,6,0,0,2,2,3,2,0,1,1,0,2,11.0
harrial01,Al Harrington,INDIANA PACERS,AWAY,MIAMI HEAT,WIN,2020,5,11,0,0,6,8,2,8,1,1,0,2,5,11.0
millebr01,Brad Miller,INDIANA PACERS,AWAY,MIAMI HEAT,WIN,2267,2,5,0,0,3,3,5,6,4,0,2,2,2,11.0
johnsan02,Anthony Johnson,NEW JERSEY NETS,AWAY,DENVER NUGGETS,WIN,1574,5,10,2,2,3,4,1,4,3,3,0,5,2,10.8
olowomi01,Michael Olowokandi,LOS ANGELES CLIPPERS,AWAY,CLEVELAND CAVALIERS,LOSS,2299,7,16,0,0,3,5,2,7,0,0,3,1,4,10.8
mingya01,Yao Ming,HOUSTON ROCKETS,AWAY,MEMPHIS GRIZZLIES,WIN,1753,4,11,0,0,5,6,3,7,0,0,3,1,3,10.6
jacksst02,Stephen Jackson,SAN ANTONIO SPURS,AWAY,MINNESOTA TIMBERWOLVES,LOSS,2024,5,13,1,4,4,4,3,5,6,0,0,4,3,10.5
peelean01,Anthony Peeler,MINNESOTA TIMBERWOLVES,HOME,SAN ANTONIO SPURS,WIN,1479,4,8,1,3,0,0,1,5,6,0,0,1,1,10.0
battish01,Shane Battier,MEMPHIS GRIZZLIES,HOME,HOUSTON ROCKETS,LOSS,1147,3,4,2,2,1,2,2,2,0,1,0,0,1,9.6
moblecu01,Cuttino Mobley,HOUSTON ROCKETS,AWAY,MEMPHIS GRIZZLIES,WIN,2654,5,15,1,4,5,6,1,2,3,1,0,1,3,9.3
johnser02,Ervin Johnson,MILWAUKEE BUCKS,AWAY,NEW ORLEANS HORNETS,WIN,1505,3,4,0,0,2,2,3,5,0,0,1,0,4,9.1
milesda01,Darius Miles,CLEVELAND CAVALIERS,HOME,LOS ANGELES CLIPPERS,WIN,1743,3,5,0,0,5,5,0,2,0,1,2,1,4,9.1
duncati01,Tim Duncan,SAN ANTONIO SPURS,AWAY,MINNESOTA TIMBERWOLVES,LOSS,2339,5,17,0,1,7,10,4,6,4,0,1,3,5,9.0
traylro01,Robert Traylor,NEW ORLEANS HORNETS,HOME,MILWAUKEE BUCKS,LOSS,925,3,4,0,0,0,0,3,3,0,3,0,1,1,9.0
piatker01,Eric Piatkowski,LOS ANGELES CLIPPERS,AWAY,CLEVELAND CAVALIERS,LOSS,940,3,5,2,3,1,1,1,2,1,0,0,0,0,8.7
allenma01,Malik Allen,MIAMI HEAT,HOME,INDIANA PACERS,LOSS,2206,7,15,0,0,0,0,2,4,0,1,3,2,4,8.4
haywobr01,Brendan Haywood,WASHINGTON WIZARDS,HOME,PHOENIX SUNS,WIN,1910,2,6,0,0,3,4,4,3,1,1,2,0,4,8.4
kerrst01,Steve Kerr,SAN ANTONIO SPURS,AWAY,MINNESOTA TIMBERWOLVES,LOSS,841,3,3,1,1,2,2,0,0,1,0,0,0,1,8.4
jonesed02,Eddie Jones,MIAMI HEAT,HOME,INDIANA PACERS,LOSS,2392,3,11,1,3,2,3,0,4,7,2,1,2,2,8.1
rosema01,Malik Rose,SAN ANTONIO SPURS,AWAY,MINNESOTA TIMBERWOLVES,LOSS,2050,5,11,0,1,3,5,2,9,0,1,1,3,3,8.1
ginobma01,Manu Ginóbili,SAN ANTONIO SPURS,AWAY,MINNESOTA TIMBERWOLVES,LOSS,1380,3,6,1,2,1,1,0,4,3,1,1,1,3,7.8
parketo01,Tony Parker,SAN ANTONIO SPURS,AWAY,MINNESOTA TIMBERWOLVES,LOSS,2039,7,16,2,5,3,5,0,3,3,0,0,4,3,7.6
parkesm01,Smush Parker,CLEVELAND CAVALIERS,HOME,LOS ANGELES CLIPPERS,WIN,1137,3,8,0,2,3,3,1,3,3,2,2,3,3,7.5
yarbrvi01,Vincent Yarbrough,DENVER NUGGETS,HOME,NEW JERSEY NETS,LOSS,2530,5,10,0,1,3,4,0,3,4,2,3,6,5,7.4
jonesju01,Jumaine Jones,CLEVELAND CAVALIERS,HOME,LOS ANGELES CLIPPERS,WIN,1743,2,4,0,1,2,2,1,4,1,2,1,2,0,7.3
luety01,Tyronn Lue,WASHINGTON WIZARDS,HOME,PHOENIX SUNS,WIN,1003,4,7,1,1,1,1,0,1,3,0,0,1,2,7.3
williaa01,Aaron Williams,NEW JERSEY NETS,AWAY,DENVER NUGGETS,WIN,1339,3,6,0,0,3,5,3,0,2,2,0,1,6,7.3
gillke01,Kendall Gill,MINNESOTA TIMBERWOLVES,HOME,SAN ANTONIO SPURS,WIN,1318,6,9,0,0,0,0,0,1,2,0,0,2,2,7.0
kiddja01,Jason Kidd,NEW JERSEY NETS,AWAY,DENVER NUGGETS,WIN,1642,1,4,1,3,4,4,2,3,5,1,0,4,1,7.0
hilarne01,Nenê Hilário,DENVER NUGGETS,HOME,NEW JERSEY NETS,LOSS,1529,2,6,0,0,4,6,2,3,2,2,1,2,4,6.6
stricro02,Rod Strickland,MINNESOTA TIMBERWOLVES,HOME,SAN ANTONIO SPURS,WIN,558,5,6,0,0,0,0,0,0,0,1,0,1,3,6.6
whitero02,Rodney White,DENVER NUGGETS,HOME,NEW JERSEY NETS,LOSS,799,4,7,0,0,0,2,0,1,1,2,1,1,0,6.6
campbel01,Elden Campbell,NEW ORLEANS HORNETS,HOME,MILWAUKEE BUCKS,LOSS,1195,3,7,0,0,1,2,0,4,2,1,2,1,1,6.5
trentga01,Gary Trent,MINNESOTA TIMBERWOLVES,HOME,SAN ANTONIO SPURS,WIN,1207,2,4,0,0,1,2,3,2,4,0,0,0,4,6.5
brownkw01,Kwame Brown,WASHINGTON WIZARDS,HOME,PHOENIX SUNS,WIN,1031,2,4,0,0,5,6,1,1,0,0,0,0,3,6.4
willisc01,Scott Williams,PHOENIX SUNS,AWAY,WASHINGTON WIZARDS,LOSS,893,4,7,0,0,1,1,2,3,0,0,0,0,4,6.4
tinslja01,Jamaal Tinsley,INDIANA PACERS,AWAY,MIAMI HEAT,WIN,1862,5,10,1,2,2,5,2,0,1,2,0,4,2,6.1
harvedo01,Donnell Harvey,DENVER NUGGETS,HOME,NEW JERSEY NETS,LOSS,1682,2,5,0,0,4,4,0,8,2,2,2,5,4,5.9
