slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
bryanko01,Kobe Bryant,LOS ANGELES LAKERS,HOME,GOLDEN STATE WARRIORS,WIN,2739,18,40,1,3,8,10,0,4,4,3,1,1,3,28.9
nowitdi01,Dirk Nowitzki,DALLAS MAVERICKS,AWAY,BOSTON CELTICS,WIN,2515,11,20,2,7,8,8,0,9,7,1,1,3,2,27.9
garneke01,Kevin Garnett,MINNESOTA TIMBERWOLVES,AWAY,MEMPHIS GRIZZLIES,WIN,2438,12,23,0,0,4,6,2,6,6,1,2,1,2,23.9
kiddja01,Jason Kidd,NEW JERSEY NETS,AWAY,MIAMI HEAT,WIN,2281,13,25,1,2,6,6,1,5,6,1,0,3,3,23.9
mariosh01,Shawn Marion,PHOENIX SUNS,HOME,HOUSTON ROCKETS,WIN,2438,12,22,0,3,3,3,2,5,4,2,2,1,2,23.7
artesro01,Metta World Peace,INDIANA PACERS,HOME,MILWAUKEE BUCKS,WIN,2663,6,14,1,3,9,10,2,2,7,3,2,1,2,23.7
davisba01,Baron Davis,NEW ORLEANS HORNETS,HOME,CHICAGO BULLS,WIN,2237,9,13,3,4,1,2,0,4,12,1,0,3,3,22.5
anderde01,Derek Anderson,PORTLAND TRAIL BLAZERS,HOME,LOS ANGELES CLIPPERS,WIN,1868,9,15,1,1,9,10,3,6,1,2,0,5,2,21.5
barrybr01,Brent Barry,SEATTLE SUPERSONICS,HOME,SACRAMENTO KINGS,WIN,2350,5,10,0,4,4,5,0,2,13,4,0,1,2,20.5
paytoga01,Gary Payton,SEATTLE SUPERSONICS,HOME,SACRAMENTO KINGS,WIN,2294,11,18,0,2,2,4,0,3,9,3,1,5,3,19.7
giricgo01,Gordan Giriček,MEMPHIS GRIZZLIES,HOME,MINNESOTA TIMBERWOLVES,LOSS,1849,8,13,1,3,8,8,1,4,3,2,1,5,3,19.6
wellsbo01,Bonzi Wells,PORTLAND TRAIL BLAZERS,HOME,LOS ANGELES CLIPPERS,WIN,1773,8,14,2,3,3,4,1,5,5,1,1,1,2,19.6
webbech01,Chris Webber,SACRAMENTO KINGS,AWAY,SEATTLE SUPERSONICS,LOSS,2314,11,16,0,0,2,5,2,4,6,3,0,6,1,19.4
hamilri01,Richard Hamilton,DETROIT PISTONS,HOME,UTAH JAZZ,WIN,1915,9,15,0,0,7,8,1,2,5,2,0,4,4,18.9
masonde01,Desmond Mason,SEATTLE SUPERSONICS,HOME,SACRAMENTO KINGS,WIN,2117,7,18,0,0,6,7,5,12,3,0,1,1,0,18.7
lewisra02,Rashard Lewis,SEATTLE SUPERSONICS,HOME,SACRAMENTO KINGS,WIN,1944,6,9,1,1,3,3,2,4,3,4,0,1,3,18.6
onealje01,Jermaine O'Neal,INDIANA PACERS,HOME,MILWAUKEE BUCKS,WIN,2656,10,21,0,1,3,4,2,14,5,1,2,5,4,16.8
marbust01,Stephon Marbury,PHOENIX SUNS,HOME,HOUSTON ROCKETS,WIN,2427,6,16,0,4,8,8,0,0,11,2,1,5,0,16.6
brownpj01,P.J. Brown,NEW ORLEANS HORNETS,HOME,CHICAGO BULLS,WIN,1867,6,9,0,0,0,1,2,9,2,4,1,1,2,16.1
reddmi01,Michael Redd,MILWAUKEE BUCKS,AWAY,INDIANA PACERS,LOSS,2123,7,13,2,3,2,2,1,9,0,2,0,0,3,15.9
randoza01,Zach Randolph,PORTLAND TRAIL BLAZERS,HOME,LOS ANGELES CLIPPERS,WIN,1241,8,13,0,0,1,2,5,2,2,2,0,2,1,15.8
szczewa02,Wally Szczerbiak,MINNESOTA TIMBERWOLVES,AWAY,MEMPHIS GRIZZLIES,WIN,2254,8,12,1,1,5,6,1,1,1,2,0,4,2,15.3
