slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
szczewa02,Wally Szczerbiak,MINNESOTA TIMBERWOLVES,HOME,CHICAGO BULLS,WIN,2201,19,26,6,7,0,0,0,3,1,1,0,2,2,33.2
bryanko01,Kobe Bryant,LOS ANGELES LAKERS,AWAY,PORTLAND TRAIL BLAZERS,LOSS,2503,11,19,1,2,13,14,1,5,7,1,0,4,4,29.2
onealsh01,Shaquille O'Neal,LOS ANGELES LAKERS,AWAY,PORTLAND TRAIL BLAZERS,LOSS,2609,13,21,0,0,10,19,2,9,2,0,1,1,3,26.9
cassesa01,Sam Cassell,MILWAUKEE BUCKS,HOME,INDIANA PACERS,WIN,2312,11,18,0,1,11,11,1,5,3,1,1,3,4,26.2
iversal01,Allen Iverson,PHILADELPHIA 76ERS,HOME,NEW ORLEANS HORNETS,LOSS,2700,8,23,1,2,13,14,2,5,10,2,0,3,2,24.8
wellsbo01,Bonzi Wells,PORTLAND TRAIL BLAZERS,HOME,LOS ANGELES LAKERS,WIN,2065,11,15,3,3,4,7,1,7,4,1,0,2,6,23.9
piercpa01,Paul Pierce,BOSTON CELTICS,AWAY,MIAMI HEAT,WIN,2371,10,22,2,4,10,12,1,8,5,1,0,3,2,23.6
battish01,Shane Battier,MEMPHIS GRIZZLIES,HOME,DETROIT PISTONS,LOSS,2646,6,10,4,6,6,6,1,2,3,3,1,0,5,22.5
billuch01,Chauncey Billups,DETROIT PISTONS,AWAY,MEMPHIS GRIZZLIES,WIN,2650,9,23,3,6,7,9,2,8,6,2,0,3,0,21.7
walkean02,Antoine Walker,BOSTON CELTICS,AWAY,MIAMI HEAT,WIN,2465,8,17,4,10,4,5,1,11,4,1,0,1,3,20.5
mariosh01,Shawn Marion,PHOENIX SUNS,HOME,SAN ANTONIO SPURS,WIN,2880,9,17,1,2,5,6,0,4,2,3,1,2,1,19.2
anderde01,Derek Anderson,PORTLAND TRAIL BLAZERS,HOME,LOS ANGELES LAKERS,WIN,2442,5,9,1,3,7,8,0,5,8,1,0,2,2,18.6
crawfja01,Jamal Crawford,CHICAGO BULLS,AWAY,MINNESOTA TIMBERWOLVES,LOSS,2429,7,16,2,5,6,6,1,5,4,2,1,3,0,18.3
garneke01,Kevin Garnett,MINNESOTA TIMBERWOLVES,HOME,CHICAGO BULLS,WIN,1774,6,13,0,0,2,2,4,15,7,0,1,2,0,18.2
butleca01,Caron Butler,MIAMI HEAT,HOME,BOSTON CELTICS,LOSS,1911,5,11,1,5,9,9,0,4,4,3,0,4,0,17.3
johnsjo02,Joe Johnson,PHOENIX SUNS,HOME,SAN ANTONIO SPURS,WIN,2235,8,13,1,1,3,4,0,5,4,4,0,3,5,17.0
willija03,Jay Williams,CHICAGO BULLS,AWAY,MINNESOTA TIMBERWOLVES,LOSS,1935,6,10,2,4,4,5,0,2,4,2,1,2,2,16.3
mashbja01,Jamal Mashburn,NEW ORLEANS HORNETS,AWAY,PHILADELPHIA 76ERS,WIN,2286,11,22,2,3,3,4,0,5,4,0,0,3,2,16.1
swiftst01,Stromile Swift,MEMPHIS GRIZZLIES,HOME,DETROIT PISTONS,LOSS,1429,9,11,0,0,3,5,2,4,1,1,1,3,6,15.7
artesro01,Metta World Peace,INDIANA PACERS,AWAY,MILWAUKEE BUCKS,LOSS,1887,5,13,1,2,12,15,2,4,1,2,1,3,5,15.7
duncati01,Tim Duncan,SAN ANTONIO SPURS,AWAY,PHOENIX SUNS,LOSS,2261,5,8,0,0,5,7,2,5,6,1,3,4,3,15.6
marbust01,Stephon Marbury,PHOENIX SUNS,HOME,SAN ANTONIO SPURS,WIN,2802,9,19,0,2,5,5,0,5,10,0,0,5,3,15.6
