team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
CHARLOTTE BOBCATS,240,33,79,6,15,17,24,10,24,15,8,4,13,20,2013-01-14,away,loss,89.0,BOSTON CELTICS,100.0,0.29464285714285715,0.2857142857142857,34
BOSTON CELTICS,240,39,80,8,21,14,20,14,28,27,6,8,14,21,2013-01-14,home,win,100.0,CHARLOTTE BOBCATS,89.0,0.3277310924369748,0.27586206896551724,42
ATLANTA HAWKS,240,24,82,2,14,8,10,11,28,15,5,6,14,24,2013-01-14,away,loss,58.0,CHICAGO BULLS,97.0,0.22641509433962265,0.125,39
CHICAGO BULLS,240,33,79,6,14,25,33,15,44,18,6,13,13,16,2013-01-14,home,win,97.0,ATLANTA HAWKS,58.0,0.29464285714285715,0.3,59
MINNESOTA TIMBERWOLVES,240,35,85,6,20,22,29,20,26,19,4,2,15,15,2013-01-14,away,loss,98.0,DALLAS MAVERICKS,113.0,0.2916666666666667,0.23076923076923078,46
DALLAS MAVERICKS,240,46,77,6,13,15,16,4,29,33,7,1,9,23,2013-01-14,home,win,113.0,MINNESOTA TIMBERWOLVES,98.0,0.37398373983739835,0.3157894736842105,33
LOS ANGELES CLIPPERS,240,35,76,5,14,24,32,11,33,20,8,9,10,19,2013-01-14,away,win,99.0,MEMPHIS GRIZZLIES,73.0,0.3153153153153153,0.2631578947368421,44
MEMPHIS GRIZZLIES,240,27,89,6,20,13,17,24,24,14,8,3,14,26,2013-01-14,home,loss,73.0,LOS ANGELES CLIPPERS,99.0,0.23275862068965517,0.23076923076923078,48
OKLAHOMA CITY THUNDER,240,40,84,5,17,17,22,9,33,16,9,6,10,18,2013-01-14,away,win,102.0,PHOENIX SUNS,90.0,0.3225806451612903,0.22727272727272727,42
PHOENIX SUNS,240,35,84,9,25,11,18,14,34,18,3,7,14,20,2013-01-14,home,loss,90.0,OKLAHOMA CITY THUNDER,102.0,0.29411764705882354,0.2647058823529412,48
CLEVELAND CAVALIERS,240,44,92,8,16,22,30,19,19,18,6,5,10,24,2013-01-14,away,loss,118.0,SACRAMENTO KINGS,124.0,0.3235294117647059,0.3333333333333333,38
SACRAMENTO KINGS,240,43,84,9,19,29,33,16,24,24,8,7,11,28,2013-01-14,home,win,124.0,CLEVELAND CAVALIERS,118.0,0.33858267716535434,0.32142857142857145,40
MIAMI HEAT,240,39,72,9,23,10,16,5,18,25,8,4,14,24,2013-01-14,away,loss,97.0,UTAH JAZZ,104.0,0.35135135135135137,0.28125,23
UTAH JAZZ,240,36,76,8,18,24,28,13,27,25,9,2,14,20,2013-01-14,home,win,104.0,MIAMI HEAT,97.0,0.32142857142857145,0.3076923076923077,40
ORLANDO MAGIC,240,37,87,5,18,12,15,11,27,23,7,3,14,16,2013-01-14,away,loss,91.0,WASHINGTON WIZARDS,120.0,0.29838709677419356,0.21739130434782608,38
WASHINGTON WIZARDS,240,46,82,7,11,21,25,9,33,32,8,6,11,21,2013-01-14,home,win,120.0,ORLANDO MAGIC,91.0,0.359375,0.3888888888888889,42
