team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
NEW YORK KNICKS,240,33,72,11,31,25,31,10,34,17,9,5,16,22,2013-01-17,away,win,102.0,DETROIT PISTONS,87.0,0.3142857142857143,0.2619047619047619,44
DETROIT PISTONS,240,35,79,6,17,11,22,11,25,22,7,4,15,21,2013-01-17,home,loss,87.0,NEW YORK KNICKS,102.0,0.30701754385964913,0.2608695652173913,36
MIAMI HEAT,240,40,83,2,13,17,23,4,31,22,14,2,6,27,2013-01-17,away,win,99.0,LOS ANGELES LAKERS,90.0,0.3252032520325203,0.13333333333333333,35
LOS ANGELES LAKERS,240,31,72,10,22,18,28,8,34,22,3,1,20,23,2013-01-17,home,loss,90.0,MIAMI HEAT,99.0,0.30097087378640774,0.3125,42
LOS ANGELES CLIPPERS,240,35,77,5,13,15,23,11,37,18,10,5,18,20,2013-01-17,away,win,90.0,MINNESOTA TIMBERWOLVES,77.0,0.3125,0.2777777777777778,48
MINNESOTA TIMBERWOLVES,240,30,84,4,19,13,20,13,28,19,9,5,14,17,2013-01-17,home,loss,77.0,LOS ANGELES CLIPPERS,90.0,0.2631578947368421,0.17391304347826086,41
MILWAUKEE BUCKS,240,39,92,6,16,14,20,13,38,24,7,11,18,18,2013-01-17,away,win,98.0,PHOENIX SUNS,94.0,0.29770992366412213,0.2727272727272727,51
PHOENIX SUNS,240,34,89,4,14,22,29,10,34,20,13,4,17,22,2013-01-17,home,loss,94.0,MILWAUKEE BUCKS,98.0,0.2764227642276423,0.2222222222222222,44
