team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
BROOKLYN NETS,240,34,82,7,23,15,21,14,32,24,7,3,13,26,2012-11-20,away,loss,90.0,LOS ANGELES LAKERS,95.0,0.29310344827586204,0.23333333333333334,46
LOS ANGELES LAKERS,240,35,73,6,21,19,37,8,35,23,5,5,11,18,2012-11-20,home,win,95.0,BROOKLYN NETS,90.0,0.32407407407407407,0.2222222222222222,43
NEW YORK KNICKS,240,37,83,14,36,14,19,13,36,19,6,3,10,20,2012-11-20,away,win,102.0,NEW ORLEANS HORNETS,80.0,0.30833333333333335,0.28,49
NEW ORLEANS HORNETS,240,29,69,8,18,14,21,5,31,16,2,3,13,21,2012-11-20,home,loss,80.0,NEW YORK KNICKS,102.0,0.29591836734693877,0.3076923076923077,36
TORONTO RAPTORS,240,37,82,4,16,20,29,12,36,28,2,5,11,20,2012-11-20,away,loss,98.0,PHILADELPHIA 76ERS,106.0,0.31092436974789917,0.2,48
PHILADELPHIA 76ERS,240,40,85,9,24,17,19,9,32,25,6,10,8,23,2012-11-20,home,win,106.0,TORONTO RAPTORS,98.0,0.32,0.2727272727272727,41
