team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
TORONTO RAPTORS,240,40,78,10,27,23,27,10,37,24,7,10,18,20,2013-04-16,away,win,113.0,ATLANTA HAWKS,96.0,0.3389830508474576,0.2702702702702703,47
ATLANTA HAWKS,240,35,88,9,28,17,23,14,28,22,8,1,11,19,2013-04-16,home,loss,96.0,TORONTO RAPTORS,113.0,0.2845528455284553,0.24324324324324326,42
PORTLAND TRAIL BLAZERS,240,30,73,7,21,10,15,5,28,18,6,0,14,16,2013-04-16,away,loss,77.0,LOS ANGELES CLIPPERS,93.0,0.2912621359223301,0.25,33
LOS ANGELES CLIPPERS,240,37,79,7,27,12,15,14,37,30,10,4,14,12,2013-04-16,home,win,93.0,PORTLAND TRAIL BLAZERS,77.0,0.31896551724137934,0.20588235294117646,51
