team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
NEW ORLEANS HORNETS,240,40,78,5,16,13,15,11,20,23,6,9,13,25,away,loss,98.0,BROOKLYN NETS,108.0
BROOKLYN NETS,240,40,80,5,16,23,31,19,23,17,8,4,9,14,home,win,108.0,NEW ORLEANS HORNETS,98.0
BOSTON CELTICS,240,27,66,4,13,16,25,6,23,15,4,4,13,21,away,loss,74.0,CHARLOTTE BOBCATS,100.0
CHARLOTTE BOBCATS,240,35,77,6,17,24,30,16,32,20,8,3,10,18,home,win,100.0,BOSTON CELTICS,74.0
WASHINGTON WIZARDS,240,31,76,5,17,23,28,11,35,20,4,5,14,22,away,loss,90.0,CLEVELAND CAVALIERS,95.0
CLEVELAND CAVALIERS,240,34,83,8,26,19,25,14,34,24,8,2,11,25,home,win,95.0,WASHINGTON WIZARDS,90.0
ATLANTA HAWKS,240,33,78,5,22,10,14,10,33,19,11,1,22,25,away,loss,81.0,MIAMI HEAT,98.0
MIAMI HEAT,240,35,82,6,20,22,30,14,31,27,14,4,14,14,home,win,98.0,ATLANTA HAWKS,81.0
DALLAS MAVERICKS,240,41,82,11,29,22,27,3,38,23,5,5,9,19,away,win,115.0,MILWAUKEE BUCKS,108.0
MILWAUKEE BUCKS,240,43,89,8,21,14,17,7,35,30,8,6,9,22,home,loss,108.0,DALLAS MAVERICKS,115.0
SAN ANTONIO SPURS,240,29,82,9,29,16,18,8,31,19,9,4,16,21,away,loss,83.0,MINNESOTA TIMBERWOLVES,107.0
MINNESOTA TIMBERWOLVES,240,44,82,12,20,7,18,11,38,30,6,11,16,21,home,win,107.0,SAN ANTONIO SPURS,83.0
LOS ANGELES LAKERS,240,34,73,9,25,29,47,7,34,20,8,5,10,16,away,win,106.0,ORLANDO MAGIC,97.0
ORLANDO MAGIC,240,37,93,10,32,13,17,13,31,18,5,4,14,35,home,loss,97.0,LOS ANGELES LAKERS,106.0
MEMPHIS GRIZZLIES,240,39,76,3,11,21,31,9,28,31,10,7,11,24,away,win,102.0,PORTLAND TRAIL BLAZERS,97.0
PORTLAND TRAIL BLAZERS,240,32,79,5,16,28,29,14,32,17,6,6,16,23,home,loss,97.0,MEMPHIS GRIZZLIES,102.0
