team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
NEW YORK KNICKS,240,41,91,18,44,12,19,11,35,20,9,4,7,19,2012-12-06,away,win,112.0,MIAMI HEAT,92.0,0.3106060606060606,0.2903225806451613,46
MIAMI HEAT,240,32,76,6,16,22,28,7,36,17,7,4,14,21,2012-12-06,home,loss,92.0,NEW YORK KNICKS,112.0,0.2962962962962963,0.2727272727272727,43
DALLAS MAVERICKS,240,37,78,4,12,19,24,11,33,15,8,4,16,23,2012-12-06,away,win,97.0,PHOENIX SUNS,94.0,0.3217391304347826,0.25,44
PHOENIX SUNS,240,34,85,8,21,18,25,13,29,19,11,4,12,20,2012-12-06,home,loss,94.0,DALLAS MAVERICKS,97.0,0.2857142857142857,0.27586206896551724,42
