team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
BOSTON CELTICS,240,38,77,6,10,11,13,9,32,25,10,4,11,25,2012-12-25,away,win,93.0,BROOKLYN NETS,76.0,0.33043478260869563,0.375,41
BROOKLYN NETS,240,26,64,7,20,17,29,11,25,14,6,5,20,22,2012-12-25,home,loss,76.0,BOSTON CELTICS,93.0,0.28888888888888886,0.25925925925925924,36
HOUSTON ROCKETS,240,46,82,8,20,20,24,10,35,25,8,5,10,21,2012-12-25,away,win,120.0,CHICAGO BULLS,97.0,0.359375,0.2857142857142857,45
CHICAGO BULLS,240,37,83,6,20,17,20,7,24,22,6,3,11,19,2012-12-25,home,loss,97.0,HOUSTON ROCKETS,120.0,0.30833333333333335,0.23076923076923078,31
DENVER NUGGETS,240,40,80,3,13,17,24,9,33,26,8,4,18,16,2012-12-25,away,loss,100.0,LOS ANGELES CLIPPERS,112.0,0.3333333333333333,0.1875,42
LOS ANGELES CLIPPERS,240,45,93,11,25,11,19,16,29,29,12,6,15,21,2012-12-25,home,win,112.0,DENVER NUGGETS,100.0,0.32608695652173914,0.3055555555555556,45
NEW YORK KNICKS,240,38,89,9,26,9,16,11,29,20,9,3,10,25,2012-12-25,away,loss,94.0,LOS ANGELES LAKERS,100.0,0.2992125984251969,0.2571428571428571,40
LOS ANGELES LAKERS,240,37,77,5,21,21,31,8,34,22,4,4,11,17,2012-12-25,home,win,100.0,NEW YORK KNICKS,94.0,0.32456140350877194,0.19230769230769232,42
OKLAHOMA CITY THUNDER,240,30,71,5,16,32,38,11,28,14,8,1,16,25,2012-12-25,away,loss,97.0,MIAMI HEAT,103.0,0.297029702970297,0.23809523809523808,39
MIAMI HEAT,240,38,80,8,28,19,19,9,25,20,6,5,13,26,2012-12-25,home,win,103.0,OKLAHOMA CITY THUNDER,97.0,0.3220338983050847,0.2222222222222222,34
