team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
MIAMI HEAT,240,42,77,6,14,24,28,6,30,21,6,5,5,30,away,win,114.0,INDIANA PACERS,96.0
INDIANA PACERS,240,29,73,8,14,30,44,18,27,16,1,3,10,25,home,loss,96.0,MIAMI HEAT,114.0
