slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
iversal01,Allen Iverson,PHILADELPHIA 76ERS,AWAY,ORLANDO MAGIC,LOSS,2535,18,33,5,6,5,9,2,3,5,0,0,4,4,-8.0
jonesed02,Eddie Jones,CHARLOTTE HORNETS,HOME,MILWAUKEE BUCKS,WIN,2439,12,18,3,7,6,7,1,4,2,1,0,3,4,3.0
willije01,Jerome Williams,DETROIT PISTONS,AWAY,BOSTON CELTICS,WIN,2015,5,6,0,0,10,11,4,12,0,2,0,1,1,14.0
hardaan01,Anfernee Hardaway,PHOENIX SUNS,AWAY,NEW JERSEY NETS,WIN,2596,10,16,1,3,4,5,3,1,5,4,1,3,2,10.0
garripa01,Pat Garrity,ORLANDO MAGIC,HOME,PHILADELPHIA 76ERS,WIN,1287,10,11,1,2,4,4,1,1,1,1,1,0,2,10.0
paytoga01,Gary Payton,SEATTLE SUPERSONICS,AWAY,WASHINGTON WIZARDS,WIN,2187,9,20,2,8,0,2,3,4,17,1,0,2,1,11.0
masonan01,Anthony Mason,CHARLOTTE HORNETS,HOME,MILWAUKEE BUCKS,WIN,2187,6,8,0,0,6,6,3,5,8,1,0,1,4,1.0
stackje01,Jerry Stackhouse,DETROIT PISTONS,AWAY,BOSTON CELTICS,WIN,2414,10,21,2,6,8,9,1,4,8,1,0,5,2,6.0
anderde01,Derek Anderson,LOS ANGELES CLIPPERS,HOME,SAN ANTONIO SPURS,LOSS,2426,10,17,3,5,5,5,1,6,4,1,0,3,5,4.0
colesbi01,Bimbo Coles,ATLANTA HAWKS,AWAY,VANCOUVER GRIZZLIES,LOSS,2631,10,18,0,2,0,0,1,5,8,3,0,0,2,2.0
piercpa01,Paul Pierce,BOSTON CELTICS,HOME,DETROIT PISTONS,LOSS,2223,10,17,1,3,5,7,0,3,4,2,1,2,2,-19.0
marbust01,Stephon Marbury,NEW JERSEY NETS,HOME,PHOENIX SUNS,LOSS,2402,10,22,0,2,7,8,0,3,5,3,1,2,2,-16.0
francst01,Steve Francis,HOUSTON ROCKETS,HOME,LOS ANGELES LAKERS,LOSS,2492,9,18,2,8,6,8,2,8,5,4,0,6,4,-6.0
wesleda01,David Wesley,CHARLOTTE HORNETS,HOME,MILWAUKEE BUCKS,WIN,2144,5,10,2,4,8,10,0,1,10,1,0,1,4,1.0
abdursh01,Shareef Abdur-Rahim,VANCOUVER GRIZZLIES,HOME,ATLANTA HAWKS,WIN,2824,7,15,0,1,8,11,4,8,9,0,3,6,4,1.0
harriot01,Othella Harrington,VANCOUVER GRIZZLIES,HOME,ATLANTA HAWKS,WIN,2764,10,16,0,0,1,1,3,9,2,0,3,2,4,3.0
guglito01,Tom Gugliotta,PHOENIX SUNS,AWAY,NEW JERSEY NETS,WIN,2104,7,12,0,0,4,5,4,4,3,4,0,3,2,10.0
robingl01,Glenn Robinson,MILWAUKEE BUCKS,AWAY,CHARLOTTE HORNETS,LOSS,2184,8,16,3,5,5,6,3,6,0,0,0,2,1,0.0
allenra02,Ray Allen,MILWAUKEE BUCKS,AWAY,CHARLOTTE HORNETS,LOSS,2219,8,18,3,6,5,5,1,3,2,1,0,1,2,-4.0
newmajo01,Johnny Newman,NEW JERSEY NETS,HOME,PHOENIX SUNS,LOSS,1734,8,14,2,5,8,10,0,2,1,2,0,4,3,6.0
maxweve01,Vernon Maxwell,SEATTLE SUPERSONICS,AWAY,WASHINGTON WIZARDS,WIN,1541,9,15,4,8,2,2,1,0,3,0,0,3,1,11.0
cassesa01,Sam Cassell,MILWAUKEE BUCKS,AWAY,CHARLOTTE HORNETS,LOSS,1956,6,13,0,0,9,10,0,1,9,0,0,3,3,0.0
dickemi01,Michael Dickerson,VANCOUVER GRIZZLIES,HOME,ATLANTA HAWKS,WIN,2670,9,19,1,3,0,0,2,6,2,3,1,1,1,0.0
hunteli01,Lindsey Hunter,DETROIT PISTONS,AWAY,BOSTON CELTICS,WIN,2397,6,14,3,5,0,0,1,2,9,2,0,1,1,28.0
ricegl01,Glen Rice,LOS ANGELES LAKERS,AWAY,HOUSTON ROCKETS,WIN,2577,8,15,1,2,7,9,1,6,2,0,0,4,1,9.0
duncati01,Tim Duncan,SAN ANTONIO SPURS,AWAY,LOS ANGELES CLIPPERS,WIN,2569,8,24,0,0,6,7,7,10,3,1,1,3,4,16.0
hillgr01,Grant Hill,DETROIT PISTONS,AWAY,BOSTON CELTICS,WIN,2331,7,18,0,0,2,3,2,8,7,3,1,2,3,24.0
crawfch01,Chris Crawford,ATLANTA HAWKS,AWAY,VANCOUVER GRIZZLIES,LOSS,2383,7,17,1,3,3,3,2,0,4,2,1,0,3,7.0
maccuto01,Todd MacCulloch,PHILADELPHIA 76ERS,AWAY,ORLANDO MAGIC,LOSS,1847,5,7,0,0,0,0,4,8,1,0,5,0,5,21.0
bibbymi01,Mike Bibby,VANCOUVER GRIZZLIES,HOME,ATLANTA HAWKS,WIN,2408,8,11,0,0,2,2,1,1,6,2,0,5,4,2.0
howarju01,Juwan Howard,WASHINGTON WIZARDS,HOME,SEATTLE SUPERSONICS,LOSS,1900,7,13,0,0,2,2,4,1,2,2,2,3,2,-18.0
abdulta01,Tariq Abdul-Wahad,ORLANDO MAGIC,HOME,PHILADELPHIA 76ERS,WIN,1262,6,10,0,1,2,2,0,5,3,0,1,0,1,20.0
skinnbr01,Brian Skinner,LOS ANGELES CLIPPERS,HOME,SAN ANTONIO SPURS,LOSS,2045,4,6,0,0,3,4,2,7,0,0,4,0,3,0.0
eliema01,Mario Elie,SAN ANTONIO SPURS,AWAY,LOS ANGELES CLIPPERS,WIN,1389,3,4,2,3,4,4,1,1,2,0,0,0,0,10.0
barrybr01,Brent Barry,SEATTLE SUPERSONICS,AWAY,WASHINGTON WIZARDS,WIN,1817,5,8,3,6,0,0,0,2,3,3,0,2,1,18.0
walkean02,Antoine Walker,BOSTON CELTICS,HOME,DETROIT PISTONS,LOSS,1884,5,14,1,6,7,9,2,8,2,1,0,1,5,-13.0
phillbo01,Bobby Phills,CHARLOTTE HORNETS,HOME,MILWAUKEE BUCKS,WIN,2503,7,15,1,5,3,4,0,3,5,0,0,1,2,2.0
johnsav01,Avery Johnson,SAN ANTONIO SPURS,AWAY,LOS ANGELES CLIPPERS,WIN,2394,6,14,0,0,2,2,2,3,6,2,1,3,1,11.0
greenac01,A.C. Green,LOS ANGELES LAKERS,AWAY,HOUSTON ROCKETS,WIN,2416,4,9,1,1,5,6,3,9,0,1,0,1,4,-2.0
whitnch01,Chris Whitney,WASHINGTON WIZARDS,HOME,SEATTLE SUPERSONICS,LOSS,1753,4,12,1,7,1,2,0,3,11,4,0,3,1,-7.0
willimo01,Monty Williams,ORLANDO MAGIC,HOME,PHILADELPHIA 76ERS,WIN,1432,6,9,0,0,0,2,1,3,2,2,1,1,1,-10.0
feickja01,Jamie Feick,NEW JERSEY NETS,HOME,PHOENIX SUNS,LOSS,1945,3,6,0,0,2,2,6,7,1,2,1,2,3,-8.0
tayloma01,Maurice Taylor,LOS ANGELES CLIPPERS,HOME,SAN ANTONIO SPURS,LOSS,1410,7,13,0,1,4,6,0,5,0,1,2,2,4,-10.0
bakervi01,Vin Baker,SEATTLE SUPERSONICS,AWAY,WASHINGTON WIZARDS,WIN,2134,6,11,0,0,3,5,1,5,3,0,1,2,2,10.0
odomla01,Lamar Odom,LOS ANGELES CLIPPERS,HOME,SAN ANTONIO SPURS,LOSS,1974,4,7,0,0,8,10,1,6,3,1,0,4,6,-15.0
amaecjo01,John Amaechi,ORLANDO MAGIC,HOME,PHILADELPHIA 76ERS,WIN,1412,3,7,0,0,7,10,3,2,1,0,0,0,2,-10.0
olowomi01,Michael Olowokandi,LOS ANGELES CLIPPERS,HOME,SAN ANTONIO SPURS,LOSS,2256,5,9,0,0,2,2,3,6,0,2,1,2,4,-2.0
stricro02,Rod Strickland,WASHINGTON WIZARDS,HOME,SEATTLE SUPERSONICS,LOSS,1887,7,13,0,1,0,0,0,4,4,1,0,2,1,-5.0
armstda01,Darrell Armstrong,ORLANDO MAGIC,HOME,PHILADELPHIA 76ERS,WIN,2192,8,19,2,7,2,2,0,2,10,0,0,6,4,22.0
