slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
hillgr01,Grant Hill,DETROIT PISTONS,AWAY,PHILADELPHIA 76ERS,LOSS,2734,13,22,1,4,5,6,0,6,6,3,1,3,2,27.3
malonka01,Karl Malone,UTAH JAZZ,AWAY,ORLANDO MAGIC,LOSS,2352,12,22,0,0,5,6,4,9,8,1,0,4,2,25.3
allenra02,Ray Allen,MILWAUKEE BUCKS,AWAY,PHOENIX SUNS,LOSS,2457,11,23,5,7,4,4,1,6,3,1,2,1,2,24.5
sprewla01,Latrell Sprewell,NEW YORK KNICKS,HOME,CHARLOTTE HORNETS,WIN,2885,12,25,1,2,5,6,2,4,5,4,0,2,2,24.2
onealsh01,Shaquille O'Neal,LOS ANGELES LAKERS,AWAY,BOSTON CELTICS,WIN,2743,13,20,0,0,8,17,4,16,2,0,2,8,3,22.8
bryanko01,Kobe Bryant,LOS ANGELES LAKERS,AWAY,BOSTON CELTICS,WIN,2716,9,17,1,1,8,8,0,4,4,4,0,3,3,22.5
houstal01,Allan Houston,NEW YORK KNICKS,HOME,CHARLOTTE HORNETS,WIN,2750,11,19,1,5,8,8,1,3,4,0,0,3,3,22.3
paytoga01,Gary Payton,SEATTLE SUPERSONICS,AWAY,CHICAGO BULLS,WIN,2589,9,17,4,7,0,0,0,6,13,2,0,3,4,22.0
brownpj01,P.J. Brown,MIAMI HEAT,AWAY,DALLAS MAVERICKS,WIN,1966,10,17,0,0,5,8,5,8,3,0,0,2,4,20.3
millsch01,Chris Mills,GOLDEN STATE WARRIORS,HOME,SACRAMENTO KINGS,WIN,2163,7,11,0,0,6,6,0,4,3,3,0,0,5,19.4
rogerro01,Rodney Rogers,PHOENIX SUNS,HOME,MILWAUKEE BUCKS,WIN,2383,9,18,0,4,6,8,5,8,3,1,1,3,4,19.3
willico02,Corliss Williamson,SACRAMENTO KINGS,AWAY,GOLDEN STATE WARRIORS,LOSS,2116,9,19,0,0,6,11,8,1,1,5,0,3,4,19.3
iversal01,Allen Iverson,PHILADELPHIA 76ERS,HOME,DETROIT PISTONS,WIN,2820,12,29,3,10,5,9,2,1,7,1,0,3,2,18.7
garneke01,Kevin Garnett,MINNESOTA TIMBERWOLVES,AWAY,CLEVELAND CAVALIERS,WIN,2805,10,21,0,1,4,6,6,12,4,2,3,7,4,18.6
mckieaa01,Aaron McKie,PHILADELPHIA 76ERS,HOME,DETROIT PISTONS,WIN,1971,9,14,2,3,1,1,1,5,2,1,1,0,5,18.1
mercero01,Ron Mercer,DENVER NUGGETS,HOME,PORTLAND TRAIL BLAZERS,WIN,2656,11,21,0,0,0,1,2,5,4,2,1,2,0,17.7
starkjo01,John Starks,GOLDEN STATE WARRIORS,HOME,SACRAMENTO KINGS,WIN,2271,9,20,0,4,2,2,0,5,12,0,0,2,0,17.5
bakervi01,Vin Baker,SEATTLE SUPERSONICS,AWAY,CHICAGO BULLS,WIN,2336,7,12,0,0,11,13,1,3,3,0,0,3,5,17.3
hillty01,Tyrone Hill,PHILADELPHIA 76ERS,HOME,DETROIT PISTONS,WIN,1972,8,15,0,0,6,6,5,2,1,1,0,1,6,17.1
stackje01,Jerry Stackhouse,DETROIT PISTONS,AWAY,PHILADELPHIA 76ERS,LOSS,2904,6,13,1,3,10,13,3,3,6,0,0,4,3,17.1
trentga01,Gary Trent,DALLAS MAVERICKS,HOME,MIAMI HEAT,LOSS,1957,9,14,0,0,4,6,1,1,4,0,0,1,2,17.0
caffeja01,Jason Caffey,GOLDEN STATE WARRIORS,HOME,SACRAMENTO KINGS,WIN,2271,11,16,0,0,4,8,6,8,1,0,0,6,5,16.9
hughela01,Larry Hughes,PHILADELPHIA 76ERS,HOME,DETROIT PISTONS,WIN,1470,9,14,2,2,0,0,2,3,2,3,1,4,2,16.4
barrybr01,Brent Barry,SEATTLE SUPERSONICS,AWAY,CHICAGO BULLS,WIN,1779,4,7,2,4,3,4,2,6,6,1,0,1,1,16.3
anderke01,Kenny Anderson,BOSTON CELTICS,HOME,LOS ANGELES LAKERS,LOSS,2092,8,20,1,4,4,5,0,4,10,2,2,3,6,16.0
jonesed02,Eddie Jones,CHARLOTTE HORNETS,AWAY,NEW YORK KNICKS,LOSS,2651,7,15,2,4,7,8,0,2,5,1,0,2,5,16.0
walkean02,Antoine Walker,BOSTON CELTICS,HOME,LOS ANGELES LAKERS,LOSS,1476,10,16,1,3,3,3,2,3,2,0,1,3,6,15.8
majerda01,Dan Majerle,MIAMI HEAT,AWAY,DALLAS MAVERICKS,WIN,2460,4,7,4,5,2,4,0,7,3,3,0,1,1,15.7
surabo01,Bob Sura,CLEVELAND CAVALIERS,HOME,MINNESOTA TIMBERWOLVES,LOSS,2205,8,15,2,5,2,3,0,5,7,1,0,2,5,15.7
vanexni01,Nick Van Exel,DENVER NUGGETS,HOME,PORTLAND TRAIL BLAZERS,WIN,2545,4,9,1,2,3,3,0,7,13,0,0,2,2,15.7
declean01,Andrew DeClercq,CLEVELAND CAVALIERS,HOME,MINNESOTA TIMBERWOLVES,LOSS,2386,4,9,0,0,5,8,7,7,1,1,2,1,2,15.4
brandte01,Terrell Brandon,MINNESOTA TIMBERWOLVES,AWAY,CLEVELAND CAVALIERS,WIN,2511,5,16,0,1,7,7,1,4,11,4,1,6,2,15.3
campbel01,Elden Campbell,CHARLOTTE HORNETS,AWAY,NEW YORK KNICKS,LOSS,1927,7,13,0,0,4,6,3,7,1,0,1,0,3,15.3
milleol01,Oliver Miller,PHOENIX SUNS,HOME,MILWAUKEE BUCKS,WIN,2257,7,13,0,0,3,5,4,8,3,1,0,2,3,15.0
stojape01,Peja Stojaković,SACRAMENTO KINGS,AWAY,GOLDEN STATE WARRIORS,LOSS,1542,7,14,2,6,3,3,3,2,2,1,0,1,3,14.9
laettch01,Christian Laettner,DETROIT PISTONS,AWAY,PHILADELPHIA 76ERS,LOSS,2561,3,8,0,1,7,8,1,6,5,2,1,1,3,14.7
abdulta01,Tariq Abdul-Wahad,ORLANDO MAGIC,HOME,UTAH JAZZ,WIN,1982,4,7,0,0,6,8,1,1,4,3,0,1,3,14.5
hornaje01,Jeff Hornacek,UTAH JAZZ,AWAY,ORLANDO MAGIC,LOSS,1973,4,9,1,2,4,4,2,2,6,1,1,0,5,14.2
wesleda01,David Wesley,CHARLOTTE HORNETS,AWAY,NEW YORK KNICKS,LOSS,2098,8,12,3,7,0,1,0,1,7,0,0,4,1,14.2
stoudda01,Damon Stoudamire,PORTLAND TRAIL BLAZERS,AWAY,DENVER NUGGETS,LOSS,1829,7,15,4,8,1,1,2,3,5,0,0,3,0,14.1
armstda01,Darrell Armstrong,ORLANDO MAGIC,HOME,UTAH JAZZ,WIN,2338,9,22,0,5,4,6,2,2,8,1,0,4,0,14.0
foylead01,Adonal Foyle,GOLDEN STATE WARRIORS,HOME,SACRAMENTO KINGS,WIN,1410,7,8,0,0,0,3,3,2,1,0,3,1,2,13.7
knighbr01,Brevin Knight,CLEVELAND CAVALIERS,HOME,MINNESOTA TIMBERWOLVES,LOSS,2102,6,10,0,0,4,6,0,2,6,4,1,4,6,13.7
mcdyean01,Antonio McDyess,DENVER NUGGETS,HOME,PORTLAND TRAIL BLAZERS,WIN,2183,8,15,0,0,4,6,1,3,1,2,3,3,4,13.7
livinra01,Randy Livingston,PHOENIX SUNS,HOME,MILWAUKEE BUCKS,WIN,455,6,6,0,0,0,0,0,0,2,2,0,0,0,13.6
brandel01,Elton Brand,CHICAGO BULLS,HOME,SEATTLE SUPERSONICS,LOSS,2533,6,12,0,0,2,7,3,6,3,1,2,1,0,13.4
marshdo01,Donyell Marshall,GOLDEN STATE WARRIORS,HOME,SACRAMENTO KINGS,WIN,1661,4,9,0,1,5,9,2,7,2,5,1,2,5,13.3
wallara01,Rasheed Wallace,PORTLAND TRAIL BLAZERS,AWAY,DENVER NUGGETS,LOSS,1952,6,12,0,0,2,3,3,7,1,0,5,1,5,13.0
artesro01,Metta World Peace,CHICAGO BULLS,HOME,SEATTLE SUPERSONICS,LOSS,2206,5,14,1,2,3,4,0,8,7,2,1,2,2,13.0
thomati01,Tim Thomas,MILWAUKEE BUCKS,AWAY,PHOENIX SUNS,LOSS,1780,7,9,1,3,1,1,1,4,1,2,0,3,3,12.9
cassesa01,Sam Cassell,MILWAUKEE BUCKS,AWAY,PHOENIX SUNS,LOSS,2146,9,18,0,2,1,2,1,2,10,0,0,3,6,12.5
snower01,Eric Snow,PHILADELPHIA 76ERS,HOME,DETROIT PISTONS,WIN,2462,5,12,0,0,0,0,0,5,12,3,0,2,5,12.5
millste01,Terry Mills,DETROIT PISTONS,AWAY,PHILADELPHIA 76ERS,LOSS,1674,6,12,2,7,0,0,0,8,4,0,1,0,4,12.3
