slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
onealsh01,Shaquille O'Neal,LOS ANGELES LAKERS,HOME,VANCOUVER GRIZZLIES,WIN,2035,13,22,0,0,2,6,4,6,4,0,3,1,3,17.0
smithst01,Steve Smith,PORTLAND TRAIL BLAZERS,HOME,LOS ANGELES CLIPPERS,WIN,1964,7,10,1,2,7,8,1,6,3,0,0,0,2,18.0
stoudda01,Damon Stoudamire,PORTLAND TRAIL BLAZERS,HOME,LOS ANGELES CLIPPERS,WIN,1804,10,17,0,2,3,3,1,2,9,1,0,1,4,20.0
houstal01,Allan Houston,NEW YORK KNICKS,AWAY,CHICAGO BULLS,WIN,2327,10,15,2,3,1,1,1,6,1,1,0,1,1,1.0
kempsh01,Shawn Kemp,CLEVELAND CAVALIERS,HOME,NEW JERSEY NETS,WIN,2124,10,18,0,0,7,8,4,11,0,1,1,5,5,-4.0
armstda01,Darrell Armstrong,ORLANDO MAGIC,HOME,DETROIT PISTONS,WIN,2020,5,11,0,1,7,7,1,6,7,4,0,3,3,2.0
odomla01,Lamar Odom,LOS ANGELES CLIPPERS,AWAY,PORTLAND TRAIL BLAZERS,LOSS,2661,5,17,1,4,12,14,3,4,3,2,0,0,3,-15.0
anderke01,Kenny Anderson,BOSTON CELTICS,HOME,WASHINGTON WIZARDS,WIN,1823,9,15,1,3,0,0,0,1,10,2,0,1,6,4.0
pippesc01,Scottie Pippen,PORTLAND TRAIL BLAZERS,HOME,LOS ANGELES CLIPPERS,WIN,2381,8,13,1,2,5,7,0,4,4,2,1,3,3,19.0
sabonar01,Arvydas Sabonis,PORTLAND TRAIL BLAZERS,HOME,LOS ANGELES CLIPPERS,WIN,2200,6,10,0,1,4,5,2,11,4,0,5,4,2,24.0
hillgr01,Grant Hill,DETROIT PISTONS,AWAY,ORLANDO MAGIC,LOSS,2313,10,21,1,4,9,10,1,4,7,0,0,7,4,-14.0
potapvi01,Vitaly Potapenko,BOSTON CELTICS,HOME,WASHINGTON WIZARDS,WIN,1877,7,12,0,0,6,8,3,5,3,0,0,2,2,6.0
richmmi01,Mitch Richmond,WASHINGTON WIZARDS,AWAY,BOSTON CELTICS,LOSS,1856,6,14,0,2,8,10,1,3,6,1,1,2,2,-6.0
willier01,Eric Williams,BOSTON CELTICS,HOME,WASHINGTON WIZARDS,WIN,853,7,10,0,0,4,4,3,2,0,1,0,1,1,0.0
dickemi01,Michael Dickerson,VANCOUVER GRIZZLIES,AWAY,LOS ANGELES LAKERS,LOSS,2178,7,13,0,2,5,6,1,3,2,2,1,0,5,-9.0
vanhoke01,Keith Van Horn,NEW JERSEY NETS,AWAY,CLEVELAND CAVALIERS,LOSS,2414,6,14,1,1,7,7,1,6,4,3,1,4,4,-8.0
surabo01,Bob Sura,CLEVELAND CAVALIERS,HOME,NEW JERSEY NETS,WIN,1813,2,7,1,1,8,8,1,3,7,3,1,2,3,12.0
laettch01,Christian Laettner,DETROIT PISTONS,AWAY,ORLANDO MAGIC,LOSS,2116,9,16,0,0,0,0,0,2,5,4,1,2,4,-7.0
