slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
kiddja01,Jason Kidd,PHOENIX SUNS,HOME,DALLAS MAVERICKS,LOSS,2633,11,19,3,5,0,0,0,6,15,5,0,1,2,31.6
finlemi01,Michael Finley,DALLAS MAVERICKS,AWAY,PHOENIX SUNS,WIN,2880,12,25,2,3,7,8,6,7,13,4,0,7,2,31.5
brandte01,Terrell Brandon,MINNESOTA TIMBERWOLVES,HOME,SEATTLE SUPERSONICS,WIN,2880,13,21,2,3,2,3,0,7,9,1,2,2,4,27.3
armstda01,Darrell Armstrong,ORLANDO MAGIC,AWAY,CHARLOTTE HORNETS,WIN,2481,9,14,6,7,4,4,0,2,10,1,0,3,1,27.0
mutomdi01,Dikembe Mutombo,ATLANTA HAWKS,HOME,CLEVELAND CAVALIERS,WIN,2341,4,5,0,0,8,8,7,14,3,0,9,4,4,26.0
iversal01,Allen Iverson,PHILADELPHIA 76ERS,AWAY,NEW JERSEY NETS,LOSS,2761,11,26,3,7,17,20,0,3,0,1,0,2,3,25.7
lafrera01,Raef LaFrentz,DENVER NUGGETS,AWAY,VANCOUVER GRIZZLIES,LOSS,2131,13,20,2,4,1,1,3,7,1,2,4,3,3,25.7
paytoga01,Gary Payton,SEATTLE SUPERSONICS,AWAY,MINNESOTA TIMBERWOLVES,LOSS,2880,11,27,7,17,4,4,1,5,8,1,1,2,2,25.2
robincl02,Clifford Robinson,PHOENIX SUNS,HOME,DALLAS MAVERICKS,LOSS,2593,10,21,4,9,6,9,4,5,6,3,1,5,2,24.5
garneke01,Kevin Garnett,MINNESOTA TIMBERWOLVES,HOME,SEATTLE SUPERSONICS,WIN,2558,8,19,0,1,7,8,5,9,6,1,4,3,3,22.5
abdursh01,Shareef Abdur-Rahim,VANCOUVER GRIZZLIES,HOME,DENVER NUGGETS,WIN,2651,12,31,0,1,5,5,2,11,3,4,2,2,1,21.9
cassesa01,Sam Cassell,MILWAUKEE BUCKS,AWAY,SAN ANTONIO SPURS,WIN,2235,8,16,1,1,10,13,1,1,8,0,0,1,4,21.8
wallabe01,Ben Wallace,ORLANDO MAGIC,AWAY,CHARLOTTE HORNETS,WIN,1869,5,7,0,0,4,8,4,11,4,4,6,5,4,20.0
cebalce01,Cedric Ceballos,DALLAS MAVERICKS,AWAY,PHOENIX SUNS,WIN,1653,8,12,2,3,3,4,3,4,1,0,2,1,0,19.8
vanhoke01,Keith Van Horn,NEW JERSEY NETS,HOME,PHILADELPHIA 76ERS,WIN,2001,11,18,1,4,2,2,3,9,2,1,1,3,5,19.7
webbech01,Chris Webber,SACRAMENTO KINGS,AWAY,LOS ANGELES CLIPPERS,LOSS,2376,15,27,0,0,3,7,2,3,1,2,2,4,4,19.3
robingl01,Glenn Robinson,MILWAUKEE BUCKS,AWAY,SAN ANTONIO SPURS,WIN,2244,10,16,0,1,5,6,0,7,3,0,2,4,1,18.6
nowitdi01,Dirk Nowitzki,DALLAS MAVERICKS,AWAY,PHOENIX SUNS,WIN,2609,10,17,2,4,2,4,4,5,3,0,1,3,3,18.2
rideris01,Isaiah Rider,ATLANTA HAWKS,HOME,CLEVELAND CAVALIERS,WIN,2549,13,31,1,7,3,5,3,3,5,1,0,2,1,17.8
wallara01,Rasheed Wallace,PORTLAND TRAIL BLAZERS,HOME,GOLDEN STATE WARRIORS,WIN,1838,8,12,0,0,4,7,1,3,2,1,1,0,2,17.5
smithjo02,Joe Smith,MINNESOTA TIMBERWOLVES,HOME,SEATTLE SUPERSONICS,WIN,1785,6,12,0,0,6,8,3,3,2,0,3,0,1,17.3
bibbymi01,Mike Bibby,VANCOUVER GRIZZLIES,HOME,DENVER NUGGETS,WIN,2583,6,12,0,1,2,2,0,9,11,2,0,2,3,17.2
marshdo01,Donyell Marshall,GOLDEN STATE WARRIORS,AWAY,PORTLAND TRAIL BLAZERS,LOSS,1443,8,10,0,0,2,2,3,3,0,2,0,1,3,17.0
moblecu01,Cuttino Mobley,HOUSTON ROCKETS,HOME,WASHINGTON WIZARDS,WIN,1950,4,10,1,2,11,12,1,2,5,1,0,2,3,16.8
johnsav01,Avery Johnson,SAN ANTONIO SPURS,HOME,MILWAUKEE BUCKS,LOSS,2060,8,11,0,0,0,2,0,1,10,2,0,2,4,16.4
willico02,Corliss Williamson,SACRAMENTO KINGS,AWAY,LOS ANGELES CLIPPERS,LOSS,1873,8,13,0,0,1,2,5,6,1,2,0,1,4,16.1
smithst01,Steve Smith,PORTLAND TRAIL BLAZERS,HOME,GOLDEN STATE WARRIORS,WIN,1735,6,10,2,3,5,5,1,3,0,0,0,0,0,16.0
dickemi01,Michael Dickerson,VANCOUVER GRIZZLIES,HOME,DENVER NUGGETS,WIN,2677,8,16,0,1,6,6,1,2,2,1,0,1,2,15.9
francst01,Steve Francis,HOUSTON ROCKETS,HOME,WASHINGTON WIZARDS,WIN,2387,6,18,1,2,3,4,0,4,11,2,0,0,1,15.9
colemde01,Derrick Coleman,CHARLOTTE HORNETS,HOME,ORLANDO MAGIC,LOSS,1838,7,17,0,1,6,6,2,7,3,0,3,2,2,15.8
jacksji01,Jim Jackson,ATLANTA HAWKS,HOME,CLEVELAND CAVALIERS,WIN,2381,7,15,1,2,4,4,2,8,4,1,0,2,3,15.7
kittlke01,Kerry Kittles,NEW JERSEY NETS,HOME,PHILADELPHIA 76ERS,WIN,2260,7,15,3,6,4,5,4,4,4,1,0,3,5,15.7
robined01,Eddie Robinson,CHARLOTTE HORNETS,HOME,ORLANDO MAGIC,LOSS,2334,9,16,0,1,1,2,1,3,3,1,1,1,1,15.0
