slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
cebalce01,Cedric Ceballos,DALLAS MAVERICKS,AWAY,SEATTLE SUPERSONICS,LOSS,2090,14,23,2,3,4,7,2,5,0,2,0,2,1,-4.0
jonesed02,Eddie Jones,CHARLOTTE HORNETS,HOME,INDIANA PACERS,WIN,2178,7,18,2,5,6,6,1,2,3,9,0,1,0,12.0
allenra02,Ray Allen,MILWAUKEE BUCKS,AWAY,ATLANTA HAWKS,WIN,2102,10,23,3,7,8,8,2,3,2,1,0,0,1,9.0
cassesa01,Sam Cassell,MILWAUKEE BUCKS,AWAY,ATLANTA HAWKS,WIN,1935,9,13,0,1,6,6,0,2,8,3,0,4,3,2.0
chrisdo01,Doug Christie,TORONTO RAPTORS,HOME,MIAMI HEAT,WIN,1966,9,15,6,10,4,4,0,3,2,2,1,3,2,10.0
bakervi01,Vin Baker,SEATTLE SUPERSONICS,HOME,DALLAS MAVERICKS,WIN,2326,11,22,0,0,0,0,4,9,5,1,2,1,2,8.0
stockjo01,John Stockton,UTAH JAZZ,HOME,HOUSTON ROCKETS,WIN,1468,8,8,0,0,2,2,0,1,7,1,0,3,0,4.0
mutomdi01,Dikembe Mutombo,ATLANTA HAWKS,HOME,MILWAUKEE BUCKS,LOSS,2289,4,5,0,0,4,11,5,11,2,0,4,0,0,2.0
malonka01,Karl Malone,UTAH JAZZ,HOME,HOUSTON ROCKETS,WIN,2207,8,12,0,0,5,7,1,7,5,3,2,6,4,12.0
brownpj01,P.J. Brown,MIAMI HEAT,AWAY,TORONTO RAPTORS,LOSS,2136,6,12,0,0,5,6,4,9,3,0,1,0,3,2.0
phillbo01,Bobby Phills,CHARLOTTE HORNETS,HOME,INDIANA PACERS,WIN,2265,7,12,0,0,2,2,2,5,6,3,0,2,2,12.0
cartevi01,Vince Carter,TORONTO RAPTORS,HOME,MIAMI HEAT,WIN,1940,11,24,1,1,1,1,3,1,6,1,2,2,4,15.0
grantho01,Horace Grant,SEATTLE SUPERSONICS,HOME,DALLAS MAVERICKS,WIN,2145,7,12,0,0,0,0,5,6,3,1,1,0,2,10.0
robingl01,Glenn Robinson,MILWAUKEE BUCKS,AWAY,ATLANTA HAWKS,WIN,2119,6,17,0,0,4,4,2,4,5,3,4,1,2,2.0
maxweve01,Vernon Maxwell,SEATTLE SUPERSONICS,HOME,DALLAS MAVERICKS,WIN,1833,7,16,3,8,5,6,1,1,3,0,0,0,1,-2.0
thomati01,Tim Thomas,MILWAUKEE BUCKS,AWAY,ATLANTA HAWKS,WIN,1515,6,13,0,1,5,6,4,4,2,2,0,2,2,8.0
kiddja01,Jason Kidd,PHOENIX SUNS,HOME,PHILADELPHIA 76ERS,WIN,2383,8,15,0,2,6,8,2,6,3,3,0,7,2,9.0
robinda01,David Robinson,SAN ANTONIO SPURS,HOME,GOLDEN STATE WARRIORS,WIN,1479,9,13,0,0,1,2,0,8,1,0,3,2,5,14.0
lynchge01,George Lynch,PHILADELPHIA 76ERS,AWAY,PHOENIX SUNS,LOSS,2320,4,7,0,0,2,2,7,8,3,5,0,5,5,-5.0
wesleda01,David Wesley,CHARLOTTE HORNETS,HOME,INDIANA PACERS,WIN,2154,6,15,2,5,3,4,0,2,7,2,0,1,3,12.0
jamisan01,Antawn Jamison,GOLDEN STATE WARRIORS,AWAY,SAN ANTONIO SPURS,LOSS,1948,7,19,0,0,4,7,6,5,3,0,0,0,1,-21.0
duncati01,Tim Duncan,SAN ANTONIO SPURS,HOME,GOLDEN STATE WARRIORS,WIN,1871,6,15,0,1,3,8,4,10,5,0,3,2,2,16.0
mariosh01,Shawn Marion,PHOENIX SUNS,HOME,PHILADELPHIA 76ERS,WIN,1674,8,15,0,0,0,0,4,4,2,2,0,1,4,19.0
