team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
BOSTON CELTICS,240,38,73,5,16,17,26,8,28,21,6,3,15,19,2006-01-10,away,win,98.0,ATLANTA HAWKS,94.0,0.34234234234234234,0.23809523809523808,36
ATLANTA HAWKS,240,36,80,5,13,17,21,14,23,23,7,5,14,26,2006-01-10,home,loss,94.0,BOSTON CELTICS,98.0,0.3103448275862069,0.2777777777777778,37
HOUSTON ROCKETS,290,38,88,12,24,18,19,8,29,23,8,4,16,35,2006-01-10,away,loss,106.0,CHARLOTTE BOBCATS,111.0,0.30158730158730157,0.3333333333333333,37
CHARLOTTE BOBCATS,290,40,91,2,11,29,37,17,35,28,11,9,14,17,2006-01-10,home,win,111.0,HOUSTON ROCKETS,106.0,0.3053435114503817,0.15384615384615385,52
NEW YORK KNICKS,240,35,79,2,10,20,27,11,39,16,2,3,13,20,2006-01-10,away,win,92.0,CLEVELAND CAVALIERS,84.0,0.30701754385964913,0.16666666666666666,50
CLEVELAND CAVALIERS,240,32,86,6,28,14,20,14,28,13,2,8,12,22,2006-01-10,home,loss,84.0,NEW YORK KNICKS,92.0,0.2711864406779661,0.17647058823529413,42
PHOENIX SUNS,315,50,104,14,35,23,27,12,29,36,6,4,15,29,2006-01-10,away,loss,137.0,DENVER NUGGETS,139.0,0.3246753246753247,0.2857142857142857,41
DENVER NUGGETS,315,51,104,8,17,29,36,12,34,27,7,5,16,26,2006-01-10,home,win,139.0,PHOENIX SUNS,137.0,0.32903225806451614,0.32,46
ORLANDO MAGIC,240,28,72,5,12,12,15,7,31,18,2,6,16,27,2006-01-10,away,loss,73.0,LOS ANGELES CLIPPERS,90.0,0.28,0.29411764705882354,38
LOS ANGELES CLIPPERS,240,33,76,0,3,24,35,16,32,17,5,7,9,22,2006-01-10,home,win,90.0,ORLANDO MAGIC,73.0,0.30275229357798167,0.0,48
SACRAMENTO KINGS,240,31,68,7,18,16,21,9,29,18,5,6,19,14,2006-01-10,away,loss,85.0,MEMPHIS GRIZZLIES,99.0,0.31313131313131315,0.28,38
MEMPHIS GRIZZLIES,240,42,81,10,23,5,9,10,27,27,13,5,11,15,2006-01-10,home,win,99.0,SACRAMENTO KINGS,85.0,0.34146341463414637,0.30303030303030304,37
MINNESOTA TIMBERWOLVES,240,37,70,5,12,13,18,6,28,21,5,8,18,22,2006-01-10,away,loss,92.0,MILWAUKEE BUCKS,95.0,0.34579439252336447,0.29411764705882354,34
MILWAUKEE BUCKS,240,39,76,6,13,11,17,9,24,29,6,1,15,22,2006-01-10,home,win,95.0,MINNESOTA TIMBERWOLVES,92.0,0.3391304347826087,0.3157894736842105,33
DETROIT PISTONS,240,37,72,7,17,15,19,7,28,26,8,6,10,21,2006-01-10,away,win,96.0,NEW ORLEANS/OKLAHOMA CITY HORNETS,86.0,0.3394495412844037,0.2916666666666667,35
NEW ORLEANS/OKLAHOMA CITY HORNETS,240,34,75,4,7,14,16,12,27,15,5,3,14,17,2006-01-10,home,loss,86.0,DETROIT PISTONS,96.0,0.3119266055045872,0.36363636363636365,39
NEW JERSEY NETS,240,37,82,6,13,11,15,8,27,18,11,3,13,29,2006-01-10,away,loss,91.0,SAN ANTONIO SPURS,96.0,0.31092436974789917,0.3157894736842105,35
SAN ANTONIO SPURS,240,30,62,6,14,30,38,4,38,21,3,3,20,21,2006-01-10,home,win,96.0,NEW JERSEY NETS,91.0,0.32608695652173914,0.3,42
