team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
CHARLOTTE BOBCATS,240,42,78,8,18,24,32,10,26,21,11,7,15,20,2006-04-14,away,win,116.0,ATLANTA HAWKS,110.0,0.35,0.3076923076923077,36
ATLANTA HAWKS,240,42,81,8,20,18,24,11,23,24,8,3,18,26,2006-04-14,home,loss,110.0,CHARLOTTE BOBCATS,116.0,0.34146341463414637,0.2857142857142857,34
NEW JERSEY NETS,240,29,74,3,20,18,26,8,36,22,7,2,15,25,2006-04-14,away,win,79.0,BOSTON CELTICS,74.0,0.2815533980582524,0.13043478260869565,44
BOSTON CELTICS,240,26,68,1,12,21,36,9,37,14,11,1,17,22,2006-04-14,home,loss,74.0,NEW JERSEY NETS,79.0,0.2765957446808511,0.07692307692307693,46
WASHINGTON WIZARDS,240,39,87,5,19,18,28,13,31,16,10,10,11,17,2006-04-14,away,loss,101.0,CHICAGO BULLS,103.0,0.30952380952380953,0.20833333333333334,44
CHICAGO BULLS,240,40,85,13,21,10,12,8,34,29,4,8,17,25,2006-04-14,home,win,103.0,WASHINGTON WIZARDS,101.0,0.32,0.38235294117647056,42
PHOENIX SUNS,240,40,95,9,25,13,16,14,39,24,7,4,20,16,2006-04-14,away,loss,102.0,GOLDEN STATE WARRIORS,110.0,0.2962962962962963,0.2647058823529412,53
GOLDEN STATE WARRIORS,240,43,91,8,22,16,19,7,32,19,11,7,10,15,2006-04-14,home,win,110.0,PHOENIX SUNS,102.0,0.3208955223880597,0.26666666666666666,39
MINNESOTA TIMBERWOLVES,240,33,76,5,12,6,13,14,27,17,6,4,13,25,2006-04-14,away,loss,77.0,INDIANA PACERS,89.0,0.30275229357798167,0.29411764705882354,41
INDIANA PACERS,240,33,73,3,15,20,29,13,33,21,7,6,11,17,2006-04-14,home,win,89.0,MINNESOTA TIMBERWOLVES,77.0,0.3113207547169811,0.16666666666666666,46
PORTLAND TRAIL BLAZERS,240,38,74,7,13,16,24,7,27,24,3,6,14,26,2006-04-14,away,loss,99.0,LOS ANGELES LAKERS,110.0,0.3392857142857143,0.35,34
LOS ANGELES LAKERS,240,40,83,8,24,22,28,13,26,28,10,1,7,18,2006-04-14,home,win,110.0,PORTLAND TRAIL BLAZERS,99.0,0.3252032520325203,0.25,39
PHILADELPHIA 76ERS,240,32,78,3,16,18,29,11,25,12,9,3,19,22,2006-04-14,away,loss,85.0,MIAMI HEAT,104.0,0.2909090909090909,0.15789473684210525,36
MIAMI HEAT,240,40,76,2,12,22,29,12,30,19,12,4,16,23,2006-04-14,home,win,104.0,PHILADELPHIA 76ERS,85.0,0.3448275862068966,0.14285714285714285,42
UTAH JAZZ,240,36,77,5,14,28,31,11,26,17,3,10,9,19,2006-04-14,away,win,105.0,NEW ORLEANS/OKLAHOMA CITY HORNETS,104.0,0.3185840707964602,0.2631578947368421,37
NEW ORLEANS/OKLAHOMA CITY HORNETS,240,39,83,3,10,23,26,12,27,13,5,4,7,23,2006-04-14,home,loss,104.0,UTAH JAZZ,105.0,0.319672131147541,0.23076923076923078,39
MILWAUKEE BUCKS,240,39,78,6,16,13,18,12,30,23,10,6,16,23,2006-04-14,away,win,97.0,NEW YORK KNICKS,80.0,0.3333333333333333,0.2727272727272727,42
NEW YORK KNICKS,240,32,73,2,8,14,21,9,25,18,7,3,16,20,2006-04-14,home,loss,80.0,MILWAUKEE BUCKS,97.0,0.3047619047619048,0.2,34
LOS ANGELES CLIPPERS,240,36,76,5,13,24,27,9,36,20,7,6,14,20,2006-04-14,away,win,101.0,SEATTLE SUPERSONICS,97.0,0.32142857142857145,0.2777777777777778,45
SEATTLE SUPERSONICS,240,35,81,11,28,16,22,8,28,22,10,3,11,20,2006-04-14,home,loss,97.0,LOS ANGELES CLIPPERS,101.0,0.3017241379310345,0.28205128205128205,36
DETROIT PISTONS,240,41,80,5,15,16,21,6,29,33,5,7,11,21,2006-04-14,away,loss,103.0,TORONTO RAPTORS,108.0,0.33884297520661155,0.25,35
TORONTO RAPTORS,240,37,82,7,18,27,29,14,28,21,8,4,10,15,2006-04-14,home,win,108.0,DETROIT PISTONS,103.0,0.31092436974789917,0.28,42
