team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
GOLDEN STATE WARRIORS,240,43,92,11,24,25,28,13,19,26,15,1,11,30,2006-03-23,away,win,122.0,DALLAS MAVERICKS,121.0,0.31851851851851853,0.3142857142857143,32
DALLAS MAVERICKS,240,40,74,6,15,35,38,11,32,24,4,7,20,25,2006-03-23,home,loss,121.0,GOLDEN STATE WARRIORS,122.0,0.3508771929824561,0.2857142857142857,43
LOS ANGELES CLIPPERS,240,34,75,3,12,14,19,12,32,13,11,3,24,27,2006-03-23,away,loss,85.0,MEMPHIS GRIZZLIES,95.0,0.3119266055045872,0.2,44
MEMPHIS GRIZZLIES,240,33,74,8,25,21,29,12,31,20,13,8,20,20,2006-03-23,home,win,95.0,LOS ANGELES CLIPPERS,85.0,0.308411214953271,0.24242424242424243,43
MINNESOTA TIMBERWOLVES,240,28,70,1,8,25,34,8,34,17,9,2,12,24,2006-03-23,away,loss,82.0,NEW JERSEY NETS,86.0,0.2857142857142857,0.1111111111111111,42
NEW JERSEY NETS,240,28,77,7,23,23,33,12,36,21,7,6,13,28,2006-03-23,home,win,86.0,MINNESOTA TIMBERWOLVES,82.0,0.26666666666666666,0.23333333333333334,48
HOUSTON ROCKETS,240,33,67,7,22,20,21,3,36,11,8,6,19,22,2006-03-23,away,win,93.0,NEW ORLEANS/OKLAHOMA CITY HORNETS,92.0,0.33,0.2413793103448276,39
NEW ORLEANS/OKLAHOMA CITY HORNETS,240,35,97,5,21,17,19,21,30,20,12,4,10,19,2006-03-23,home,loss,92.0,HOUSTON ROCKETS,93.0,0.26515151515151514,0.19230769230769232,51
PORTLAND TRAIL BLAZERS,240,42,88,6,13,18,23,19,30,17,5,5,20,30,2006-03-23,away,loss,108.0,PHOENIX SUNS,125.0,0.3230769230769231,0.3157894736842105,49
PHOENIX SUNS,240,43,90,13,30,26,32,13,29,24,9,4,10,23,2006-03-23,home,win,125.0,PORTLAND TRAIL BLAZERS,108.0,0.3233082706766917,0.3023255813953488,42
WASHINGTON WIZARDS,240,37,77,16,25,19,29,11,28,16,5,3,14,28,2006-03-23,away,win,109.0,UTAH JAZZ,97.0,0.32456140350877194,0.3902439024390244,39
UTAH JAZZ,240,36,77,2,9,23,35,14,29,23,4,4,14,28,2006-03-23,home,loss,97.0,WASHINGTON WIZARDS,109.0,0.3185840707964602,0.18181818181818182,43
