team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
ORLANDO MAGIC,265,40,82,3,6,24,29,11,30,19,4,5,7,20,2006-03-19,away,loss,107.0,ATLANTA HAWKS,108.0,0.32786885245901637,0.3333333333333333,41
ATLANTA HAWKS,265,44,94,8,16,12,20,18,27,27,2,4,8,21,2006-03-19,home,win,108.0,ORLANDO MAGIC,107.0,0.3188405797101449,0.3333333333333333,45
LOS ANGELES LAKERS,240,37,76,5,13,16,21,1,31,27,10,3,10,21,2006-03-19,away,loss,95.0,CLEVELAND CAVALIERS,96.0,0.3274336283185841,0.2777777777777778,32
CLEVELAND CAVALIERS,240,36,73,6,13,18,29,8,31,14,6,5,13,22,2006-03-19,home,win,96.0,LOS ANGELES LAKERS,95.0,0.3302752293577982,0.3157894736842105,39
PHILADELPHIA 76ERS,240,34,82,5,18,16,23,10,32,26,7,5,13,21,2006-03-19,away,loss,89.0,GOLDEN STATE WARRIORS,98.0,0.29310344827586204,0.21739130434782608,42
GOLDEN STATE WARRIORS,240,37,85,6,22,18,28,14,39,24,5,5,12,22,2006-03-19,home,win,98.0,PHILADELPHIA 76ERS,89.0,0.30327868852459017,0.21428571428571427,53
BOSTON CELTICS,240,39,73,3,8,22,30,5,32,18,9,6,11,23,2006-03-19,away,win,103.0,INDIANA PACERS,88.0,0.3482142857142857,0.2727272727272727,37
INDIANA PACERS,240,32,81,5,19,19,28,15,27,21,6,3,12,19,2006-03-19,home,loss,88.0,BOSTON CELTICS,103.0,0.2831858407079646,0.20833333333333334,42
UTAH JAZZ,240,31,67,3,13,19,25,11,29,23,7,4,16,28,2006-03-19,away,loss,84.0,MEMPHIS GRIZZLIES,90.0,0.3163265306122449,0.1875,40
MEMPHIS GRIZZLIES,240,29,74,7,23,25,36,15,23,22,6,2,14,20,2006-03-19,home,win,90.0,UTAH JAZZ,84.0,0.2815533980582524,0.23333333333333334,38
SACRAMENTO KINGS,240,31,74,3,17,24,31,11,35,13,13,4,27,23,2006-03-19,away,loss,89.0,MINNESOTA TIMBERWOLVES,95.0,0.29523809523809524,0.15,46
MINNESOTA TIMBERWOLVES,240,38,79,2,5,17,20,6,27,22,13,6,21,31,2006-03-19,home,win,95.0,SACRAMENTO KINGS,89.0,0.3247863247863248,0.2857142857142857,33
DALLAS MAVERICKS,240,30,74,4,14,25,28,11,29,19,7,4,17,23,2006-03-19,away,loss,89.0,NEW JERSEY NETS,100.0,0.28846153846153844,0.2222222222222222,40
NEW JERSEY NETS,240,37,82,5,12,21,25,14,25,23,11,2,10,22,2006-03-19,home,win,100.0,DALLAS MAVERICKS,89.0,0.31092436974789917,0.29411764705882354,39
MIAMI HEAT,240,40,74,9,21,22,34,6,32,26,9,9,9,22,2006-03-19,away,win,111.0,NEW YORK KNICKS,100.0,0.3508771929824561,0.3,38
NEW YORK KNICKS,240,41,84,4,9,14,20,13,29,17,4,1,12,25,2006-03-19,home,loss,100.0,MIAMI HEAT,111.0,0.328,0.3076923076923077,42
CHICAGO BULLS,240,38,77,10,18,18,28,10,27,15,3,2,19,31,2006-03-19,away,loss,104.0,WASHINGTON WIZARDS,113.0,0.33043478260869563,0.35714285714285715,37
WASHINGTON WIZARDS,240,38,81,7,18,30,35,10,31,17,9,4,16,23,2006-03-19,home,win,113.0,CHICAGO BULLS,104.0,0.31932773109243695,0.28,41
