team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
MIAMI HEAT,240,42,84,6,19,10,14,8,33,25,3,4,11,20,2006-04-18,away,loss,100.0,ATLANTA HAWKS,103.0,0.3333333333333333,0.24,41
ATLANTA HAWKS,240,37,83,9,20,20,25,15,28,22,6,4,10,16,2006-04-18,home,win,103.0,MIAMI HEAT,100.0,0.30833333333333335,0.3103448275862069,43
LOS ANGELES CLIPPERS,240,36,72,7,13,16,19,8,30,17,8,5,15,23,2006-04-18,away,loss,95.0,MEMPHIS GRIZZLIES,101.0,0.3333333333333333,0.35,38
MEMPHIS GRIZZLIES,240,37,74,10,18,17,24,8,24,27,10,2,12,21,2006-04-18,home,win,101.0,LOS ANGELES CLIPPERS,95.0,0.3333333333333333,0.35714285714285715,32
NEW JERSEY NETS,240,29,69,10,36,20,24,9,25,25,8,5,11,21,2006-04-18,away,loss,88.0,PHILADELPHIA 76ERS,91.0,0.29591836734693877,0.21739130434782608,34
PHILADELPHIA 76ERS,240,34,73,7,24,16,23,13,28,21,6,1,14,18,2006-04-18,home,win,91.0,NEW JERSEY NETS,88.0,0.3177570093457944,0.22580645161290322,41
SEATTLE SUPERSONICS,240,41,80,10,22,13,20,11,28,25,7,4,17,21,2006-04-18,away,loss,105.0,SACRAMENTO KINGS,111.0,0.33884297520661155,0.3125,39
SACRAMENTO KINGS,240,43,92,8,24,17,27,18,27,26,12,3,11,15,2006-04-18,home,win,111.0,SEATTLE SUPERSONICS,105.0,0.31851851851851853,0.25,45
MILWAUKEE BUCKS,240,35,73,8,27,25,27,10,26,21,6,1,16,27,2006-04-18,away,loss,103.0,WASHINGTON WIZARDS,116.0,0.32407407407407407,0.22857142857142856,36
WASHINGTON WIZARDS,240,39,80,7,21,31,41,17,25,21,10,0,9,22,2006-04-18,home,win,116.0,MILWAUKEE BUCKS,103.0,0.3277310924369748,0.25,42
