team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
CHICAGO BULLS,240,31,69,3,11,7,19,7,28,22,2,4,18,16,2006-03-05,away,loss,72.0,CLEVELAND CAVALIERS,91.0,0.31,0.21428571428571427,35
CLEVELAND CAVALIERS,240,37,82,6,17,11,13,11,31,26,10,5,13,13,2006-03-05,home,win,91.0,CHICAGO BULLS,72.0,0.31092436974789917,0.2608695652173913,42
PHOENIX SUNS,240,45,83,10,22,15,17,8,30,27,7,4,12,15,2006-03-05,away,win,115.0,DALLAS MAVERICKS,107.0,0.3515625,0.3125,38
DALLAS MAVERICKS,240,45,86,4,14,13,15,10,27,19,7,4,12,16,2006-03-05,home,loss,107.0,PHOENIX SUNS,115.0,0.3435114503816794,0.2222222222222222,37
PORTLAND TRAIL BLAZERS,240,31,74,9,18,13,20,10,27,15,8,5,16,28,2006-03-05,away,loss,84.0,HOUSTON ROCKETS,102.0,0.29523809523809524,0.3333333333333333,37
HOUSTON ROCKETS,240,37,82,5,15,23,27,17,30,23,11,5,13,20,2006-03-05,home,win,102.0,PORTLAND TRAIL BLAZERS,84.0,0.31092436974789917,0.25,47
MEMPHIS GRIZZLIES,240,42,74,7,13,11,14,6,32,25,10,3,14,22,2006-03-05,away,win,102.0,LOS ANGELES CLIPPERS,86.0,0.3620689655172414,0.35,38
LOS ANGELES CLIPPERS,240,32,76,5,14,17,26,13,19,22,10,3,13,17,2006-03-05,home,loss,86.0,MEMPHIS GRIZZLIES,102.0,0.2962962962962963,0.2631578947368421,32
GOLDEN STATE WARRIORS,240,35,79,9,23,11,15,7,28,16,5,7,17,26,2006-03-05,away,loss,90.0,MINNESOTA TIMBERWOLVES,103.0,0.30701754385964913,0.28125,35
MINNESOTA TIMBERWOLVES,240,44,97,2,11,13,18,19,33,26,5,3,18,23,2006-03-05,home,win,103.0,GOLDEN STATE WARRIORS,90.0,0.3120567375886525,0.15384615384615385,52
INDIANA PACERS,240,38,80,6,20,12,16,7,32,24,9,4,17,22,2006-03-05,away,win,94.0,PHILADELPHIA 76ERS,93.0,0.3220338983050847,0.23076923076923078,39
PHILADELPHIA 76ERS,240,34,74,5,11,20,30,8,27,19,11,2,12,14,2006-03-05,home,loss,93.0,INDIANA PACERS,94.0,0.3148148148148148,0.3125,35
UTAH JAZZ,240,28,72,2,10,23,36,16,24,18,7,6,23,20,2006-03-05,away,loss,81.0,SEATTLE SUPERSONICS,113.0,0.28,0.16666666666666666,40
SEATTLE SUPERSONICS,240,47,82,8,18,11,16,9,29,28,17,7,16,24,2006-03-05,home,win,113.0,UTAH JAZZ,81.0,0.3643410852713178,0.3076923076923077,38
BOSTON CELTICS,240,41,74,4,11,19,21,7,25,22,6,1,14,32,2006-03-05,away,loss,105.0,TORONTO RAPTORS,111.0,0.3565217391304348,0.26666666666666666,32
TORONTO RAPTORS,240,34,63,11,24,32,39,7,21,21,6,5,13,23,2006-03-05,home,win,111.0,BOSTON CELTICS,105.0,0.35051546391752575,0.3142857142857143,28
SACRAMENTO KINGS,240,41,80,5,16,20,33,14,23,23,7,5,16,28,2006-03-05,away,loss,107.0,WASHINGTON WIZARDS,117.0,0.33884297520661155,0.23809523809523808,37
WASHINGTON WIZARDS,240,40,83,8,19,29,35,14,29,22,7,1,11,25,2006-03-05,home,win,117.0,SACRAMENTO KINGS,107.0,0.3252032520325203,0.2962962962962963,43
