team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
ORLANDO MAGIC,240,39,78,6,13,18,26,9,30,24,5,7,14,23,away,loss,102.0,CHARLOTTE BOBCATS,108.0
CHARLOTTE BOBCATS,240,40,90,7,23,21,26,17,27,26,9,5,8,21,home,win,108.0,ORLANDO MAGIC,102.0
HOUSTON ROCKETS,240,25,61,5,14,17,24,8,29,16,3,3,17,22,away,loss,72.0,DALLAS MAVERICKS,88.0
DALLAS MAVERICKS,240,30,74,4,13,24,28,15,26,12,8,7,11,22,home,win,88.0,HOUSTON ROCKETS,72.0
INDIANA PACERS,240,29,82,5,18,12,15,13,30,13,4,7,12,21,away,loss,75.0,MEMPHIS GRIZZLIES,105.0
MEMPHIS GRIZZLIES,240,41,80,9,20,14,24,11,34,23,7,8,10,14,home,win,105.0,INDIANA PACERS,75.0
MIAMI HEAT,240,31,76,6,22,28,36,14,27,18,5,3,14,23,away,loss,96.0,MINNESOTA TIMBERWOLVES,100.0
MINNESOTA TIMBERWOLVES,240,38,78,5,11,19,24,8,29,24,5,3,10,25,home,win,100.0,MIAMI HEAT,96.0
LOS ANGELES CLIPPERS,240,41,74,7,20,19,21,6,31,23,5,5,19,26,away,loss,108.0,NEW ORLEANS/OKLAHOMA CITY HORNETS,120.0
NEW ORLEANS/OKLAHOMA CITY HORNETS,240,44,85,12,22,20,29,13,22,29,6,4,11,19,home,win,120.0,LOS ANGELES CLIPPERS,108.0
TORONTO RAPTORS,240,39,84,11,27,25,40,16,19,15,7,2,10,23,away,win,114.0,NEW YORK KNICKS,109.0
NEW YORK KNICKS,240,40,75,5,10,24,35,13,31,25,6,7,18,35,home,loss,109.0,TORONTO RAPTORS,114.0
SEATTLE SUPERSONICS,240,35,83,4,18,22,27,13,35,20,8,4,17,23,away,loss,96.0,SACRAMENTO KINGS,105.0
SACRAMENTO KINGS,240,37,87,8,22,23,29,13,33,26,10,4,14,22,home,win,105.0,SEATTLE SUPERSONICS,96.0
GOLDEN STATE WARRIORS,240,36,86,2,15,22,27,13,26,8,6,2,13,25,away,loss,96.0,SAN ANTONIO SPURS,107.0
SAN ANTONIO SPURS,240,39,82,3,18,26,30,12,31,22,7,7,11,23,home,win,107.0,GOLDEN STATE WARRIORS,96.0
PHOENIX SUNS,240,38,94,11,33,12,14,8,27,21,9,3,6,20,away,loss,99.0,UTAH JAZZ,107.0
UTAH JAZZ,240,41,80,6,10,19,26,14,40,28,4,7,14,15,home,win,107.0,PHOENIX SUNS,99.0
NEW JERSEY NETS,240,43,77,7,14,19,22,6,25,24,8,3,9,23,away,win,112.0,WASHINGTON WIZARDS,100.0
WASHINGTON WIZARDS,240,36,81,4,18,24,26,15,27,16,5,3,15,22,home,loss,100.0,NEW JERSEY NETS,112.0
