team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
SACRAMENTO KINGS,265,36,87,5,17,28,38,13,43,20,6,7,16,26,2006-02-14,away,win,105.0,CHICAGO BULLS,101.0,0.2926829268292683,0.22727272727272727,56
CHICAGO BULLS,265,42,102,4,19,13,22,10,35,21,7,2,11,31,2006-02-14,home,loss,101.0,SACRAMENTO KINGS,105.0,0.2916666666666667,0.17391304347826086,45
NEW JERSEY NETS,240,28,69,3,13,12,17,4,41,20,4,2,16,21,2006-02-14,away,loss,71.0,DETROIT PISTONS,85.0,0.28865979381443296,0.1875,45
DETROIT PISTONS,240,32,83,6,25,15,22,9,38,23,4,4,8,19,2006-02-14,home,win,85.0,NEW JERSEY NETS,71.0,0.2782608695652174,0.1935483870967742,47
HOUSTON ROCKETS,240,47,81,7,13,27,33,10,37,32,11,3,14,27,2006-02-14,away,win,128.0,LOS ANGELES CLIPPERS,97.0,0.3671875,0.35,47
LOS ANGELES CLIPPERS,240,35,79,3,10,24,27,6,20,19,9,4,17,23,2006-02-14,home,loss,97.0,HOUSTON ROCKETS,128.0,0.30701754385964913,0.23076923076923078,26
ORLANDO MAGIC,240,33,81,2,8,25,37,14,19,13,8,1,7,34,2006-02-14,away,loss,93.0,MIAMI HEAT,107.0,0.2894736842105263,0.2,33
MIAMI HEAT,240,36,62,3,11,32,47,9,37,16,4,6,19,29,2006-02-14,home,win,107.0,ORLANDO MAGIC,93.0,0.3673469387755102,0.21428571428571427,46
SEATTLE SUPERSONICS,240,35,69,6,12,15,21,9,22,17,8,4,22,21,2006-02-14,away,loss,91.0,MILWAUKEE BUCKS,106.0,0.33653846153846156,0.3333333333333333,31
MILWAUKEE BUCKS,240,40,81,5,14,21,26,14,24,32,12,1,13,18,2006-02-14,home,win,106.0,SEATTLE SUPERSONICS,91.0,0.3305785123966942,0.2631578947368421,38
