team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
SEATTLE SUPERSONICS,240,38,82,5,17,25,32,13,24,21,8,1,18,29,2006-02-06,away,loss,106.0,CHARLOTTE BOBCATS,119.0,0.31666666666666665,0.22727272727272727,37
CHARLOTTE BOBCATS,240,47,83,8,15,17,26,11,23,29,12,6,17,30,2006-02-06,home,win,119.0,SEATTLE SUPERSONICS,106.0,0.36153846153846153,0.34782608695652173,34
MILWAUKEE BUCKS,240,32,83,7,20,15,21,19,26,18,5,2,12,14,2006-02-06,away,loss,86.0,CLEVELAND CAVALIERS,89.0,0.2782608695652174,0.25925925925925924,45
CLEVELAND CAVALIERS,240,37,75,5,18,10,13,9,32,29,4,7,14,19,2006-02-06,home,win,89.0,MILWAUKEE BUCKS,86.0,0.33035714285714285,0.21739130434782608,41
DENVER NUGGETS,240,39,84,5,16,31,37,10,30,29,7,3,17,28,2006-02-06,away,loss,114.0,GOLDEN STATE WARRIORS,122.0,0.3170731707317073,0.23809523809523808,40
GOLDEN STATE WARRIORS,240,43,88,10,21,26,35,14,33,26,9,9,15,25,2006-02-06,home,win,122.0,DENVER NUGGETS,114.0,0.3282442748091603,0.3225806451612903,47
BOSTON CELTICS,240,30,73,6,18,32,39,9,27,13,3,1,13,27,2006-02-06,away,loss,98.0,MIAMI HEAT,114.0,0.2912621359223301,0.25,36
MIAMI HEAT,240,41,81,5,17,27,36,10,34,24,5,6,5,27,2006-02-06,home,win,114.0,BOSTON CELTICS,98.0,0.3360655737704918,0.22727272727272727,44
NEW ORLEANS/OKLAHOMA CITY HORNETS,240,32,74,5,10,22,26,5,30,22,6,2,9,24,2006-02-06,away,loss,91.0,NEW JERSEY NETS,99.0,0.3018867924528302,0.3333333333333333,35
NEW JERSEY NETS,240,36,74,5,23,22,26,4,35,32,4,2,8,21,2006-02-06,home,win,99.0,NEW ORLEANS/OKLAHOMA CITY HORNETS,91.0,0.32727272727272727,0.17857142857142858,39
HOUSTON ROCKETS,240,32,76,6,16,17,23,4,31,27,16,2,13,25,2006-02-06,away,win,87.0,PHILADELPHIA 76ERS,81.0,0.2962962962962963,0.2727272727272727,35
PHILADELPHIA 76ERS,240,24,72,1,12,32,37,14,41,11,6,5,24,18,2006-02-06,home,loss,81.0,HOUSTON ROCKETS,87.0,0.25,0.07692307692307693,55
MINNESOTA TIMBERWOLVES,240,41,72,4,7,17,20,8,31,20,9,5,24,25,2006-02-06,away,win,103.0,PHOENIX SUNS,101.0,0.36283185840707965,0.36363636363636365,39
PHOENIX SUNS,240,34,77,6,16,27,30,9,22,16,12,3,17,20,2006-02-06,home,loss,101.0,MINNESOTA TIMBERWOLVES,103.0,0.3063063063063063,0.2727272727272727,31
CHICAGO BULLS,265,36,86,7,18,28,33,12,25,20,7,5,13,34,2006-02-06,away,loss,107.0,UTAH JAZZ,109.0,0.29508196721311475,0.28,37
UTAH JAZZ,265,34,81,7,15,34,48,15,36,20,7,7,17,29,2006-02-06,home,win,109.0,CHICAGO BULLS,107.0,0.2956521739130435,0.3181818181818182,51
ORLANDO MAGIC,240,32,68,3,10,15,21,7,31,21,0,3,18,22,2006-02-06,away,loss,82.0,WASHINGTON WIZARDS,94.0,0.32,0.23076923076923078,38
WASHINGTON WIZARDS,240,33,79,4,11,24,29,11,29,12,13,4,6,15,2006-02-06,home,win,94.0,ORLANDO MAGIC,82.0,0.29464285714285715,0.26666666666666666,40
