team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
CLEVELAND CAVALIERS,240,35,79,6,14,15,22,13,38,18,2,1,12,26,2006-05-09,away,loss,91.0,DETROIT PISTONS,97.0,0.30701754385964913,0.3,51
DETROIT PISTONS,240,28,68,10,25,31,42,5,33,20,8,2,8,18,2006-05-09,home,win,97.0,CLEVELAND CAVALIERS,91.0,0.2916666666666667,0.2857142857142857,38
DALLAS MAVERICKS,240,36,78,6,13,35,43,10,29,12,10,3,6,27,2006-05-09,away,win,113.0,SAN ANTONIO SPURS,91.0,0.3157894736842105,0.3157894736842105,39
SAN ANTONIO SPURS,240,30,66,4,13,27,37,6,28,11,4,5,14,26,2006-05-09,home,loss,91.0,DALLAS MAVERICKS,113.0,0.3125,0.23529411764705882,34
