team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
INDIANA PACERS,240,26,80,6,26,13,20,12,24,17,5,4,14,24,2005-12-14,away,loss,71.0,BOSTON CELTICS,85.0,0.24528301886792453,0.1875,36
BOSTON CELTICS,240,32,71,3,5,18,25,10,34,22,5,6,17,23,2005-12-14,home,win,85.0,INDIANA PACERS,71.0,0.3106796116504854,0.375,44
PHOENIX SUNS,240,37,93,6,21,16,20,9,35,21,2,5,8,24,2005-12-14,away,loss,96.0,DALLAS MAVERICKS,102.0,0.2846153846153846,0.2222222222222222,44
DALLAS MAVERICKS,240,41,89,2,12,18,32,15,39,12,5,7,8,18,2005-12-14,home,win,102.0,PHOENIX SUNS,96.0,0.3153846153846154,0.14285714285714285,54
SACRAMENTO KINGS,240,42,84,3,12,11,15,7,30,26,7,2,11,16,2005-12-14,away,loss,98.0,DETROIT PISTONS,109.0,0.3333333333333333,0.2,37
DETROIT PISTONS,240,44,87,10,20,11,15,13,29,32,8,8,12,13,2005-12-14,home,win,109.0,SACRAMENTO KINGS,98.0,0.33587786259541985,0.3333333333333333,42
HOUSTON ROCKETS,265,39,80,8,20,25,35,15,46,24,3,7,19,22,2005-12-14,away,win,111.0,GOLDEN STATE WARRIORS,105.0,0.3277310924369748,0.2857142857142857,61
GOLDEN STATE WARRIORS,265,37,89,15,37,16,23,7,25,29,7,2,8,27,2005-12-14,home,loss,105.0,HOUSTON ROCKETS,111.0,0.29365079365079366,0.28846153846153844,32
LOS ANGELES LAKERS,240,36,75,6,15,16,26,15,33,20,7,4,15,22,2005-12-14,away,win,94.0,MEMPHIS GRIZZLIES,79.0,0.32432432432432434,0.2857142857142857,48
MEMPHIS GRIZZLIES,240,33,77,4,15,9,17,10,28,20,7,7,12,22,2005-12-14,home,loss,79.0,LOS ANGELES LAKERS,94.0,0.3,0.21052631578947367,38
MIAMI HEAT,240,37,80,7,19,19,23,6,37,16,7,8,10,24,2005-12-14,away,win,100.0,MILWAUKEE BUCKS,83.0,0.3162393162393162,0.2692307692307692,43
MILWAUKEE BUCKS,240,32,83,3,21,16,23,11,35,24,2,2,12,20,2005-12-14,home,loss,83.0,MIAMI HEAT,100.0,0.2782608695652174,0.125,46
CHARLOTTE BOBCATS,240,34,79,2,9,21,35,12,38,16,9,8,13,25,2005-12-14,away,win,91.0,NEW JERSEY NETS,83.0,0.3008849557522124,0.18181818181818182,50
NEW JERSEY NETS,240,30,79,3,14,20,26,13,38,21,4,3,14,27,2005-12-14,home,loss,83.0,CHARLOTTE BOBCATS,91.0,0.27522935779816515,0.17647058823529413,51
LOS ANGELES CLIPPERS,240,33,71,2,7,21,25,6,31,8,7,4,16,24,2005-12-14,away,loss,89.0,NEW ORLEANS/OKLAHOMA CITY HORNETS,102.0,0.3173076923076923,0.2222222222222222,37
NEW ORLEANS/OKLAHOMA CITY HORNETS,240,37,75,7,13,21,30,6,33,19,7,2,9,22,2005-12-14,home,win,102.0,LOS ANGELES CLIPPERS,89.0,0.33035714285714285,0.35,39
ORLANDO MAGIC,240,37,76,11,18,20,31,11,27,23,9,2,16,27,2005-12-14,away,win,105.0,NEW YORK KNICKS,90.0,0.3274336283185841,0.3793103448275862,38
NEW YORK KNICKS,240,34,74,1,7,21,28,13,28,20,7,4,17,29,2005-12-14,home,loss,90.0,ORLANDO MAGIC,105.0,0.3148148148148148,0.125,41
ATLANTA HAWKS,240,40,81,7,13,14,18,13,29,22,8,4,16,31,2005-12-14,away,loss,101.0,PHILADELPHIA 76ERS,106.0,0.3305785123966942,0.35,42
PHILADELPHIA 76ERS,240,38,88,3,8,27,35,20,25,15,8,4,9,12,2005-12-14,home,win,106.0,ATLANTA HAWKS,101.0,0.30158730158730157,0.2727272727272727,45
CHICAGO BULLS,240,37,64,9,17,22,27,6,36,17,6,6,22,26,2005-12-14,away,win,105.0,TORONTO RAPTORS,94.0,0.36633663366336633,0.34615384615384615,42
TORONTO RAPTORS,240,31,75,9,24,23,27,5,20,18,13,1,13,25,2005-12-14,home,loss,94.0,CHICAGO BULLS,105.0,0.29245283018867924,0.2727272727272727,25
PORTLAND TRAIL BLAZERS,240,24,64,3,8,26,33,9,27,10,7,11,10,30,2005-12-14,away,loss,77.0,UTAH JAZZ,82.0,0.2727272727272727,0.2727272727272727,36
UTAH JAZZ,240,29,85,3,12,21,31,26,27,18,5,13,9,26,2005-12-14,home,win,82.0,PORTLAND TRAIL BLAZERS,77.0,0.2543859649122807,0.2,53
