team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
CLEVELAND CAVALIERS,240,32,73,6,16,23,29,7,22,24,12,3,15,17,away,win,93.0,BOSTON CELTICS,88.0
BOSTON CELTICS,240,37,72,5,14,9,18,10,26,21,12,5,21,20,home,loss,88.0,CLEVELAND CAVALIERS,93.0
HOUSTON ROCKETS,240,31,75,6,21,18,25,6,32,19,7,3,14,28,away,win,86.0,DENVER NUGGETS,83.0
DENVER NUGGETS,240,31,75,2,13,19,34,13,38,21,9,3,15,22,home,loss,83.0,HOUSTON ROCKETS,86.0
PORTLAND TRAIL BLAZERS,240,33,74,6,22,7,11,8,20,18,10,6,17,20,away,loss,79.0,GOLDEN STATE WARRIORS,93.0
GOLDEN STATE WARRIORS,240,37,82,4,15,15,21,17,30,26,10,2,16,16,home,win,93.0,PORTLAND TRAIL BLAZERS,79.0
DETROIT PISTONS,240,35,84,5,15,18,31,15,33,21,14,4,14,21,away,loss,93.0,MILWAUKEE BUCKS,113.0
MILWAUKEE BUCKS,240,45,80,11,19,12,21,7,35,24,8,2,17,21,home,win,113.0,DETROIT PISTONS,93.0
CHARLOTTE BOBCATS,240,39,81,8,13,12,16,9,27,22,8,4,13,23,away,win,98.0,NEW YORK KNICKS,91.0
NEW YORK KNICKS,240,36,70,1,9,18,27,7,30,14,8,2,16,19,home,loss,91.0,CHARLOTTE BOBCATS,98.0
CHICAGO BULLS,265,38,80,5,16,35,45,10,31,27,14,4,14,31,away,win,116.0,ORLANDO MAGIC,112.0
ORLANDO MAGIC,265,36,82,8,17,32,40,12,31,18,8,5,20,30,home,loss,112.0,CHICAGO BULLS,116.0
NEW ORLEANS/OKLAHOMA CITY HORNETS,240,30,89,3,13,15,17,13,31,12,7,1,11,13,away,loss,78.0,PHOENIX SUNS,115.0
PHOENIX SUNS,240,43,76,20,34,9,15,2,41,28,8,5,11,16,home,win,115.0,NEW ORLEANS/OKLAHOMA CITY HORNETS,78.0
UTAH JAZZ,240,33,76,3,11,13,18,13,19,22,7,2,13,16,away,loss,82.0,SAN ANTONIO SPURS,115.0
SAN ANTONIO SPURS,240,44,77,13,22,14,19,12,30,27,9,4,13,19,home,win,115.0,UTAH JAZZ,82.0
INDIANA PACERS,240,43,76,10,22,24,29,7,32,31,5,8,13,23,away,win,120.0,TORONTO RAPTORS,95.0
TORONTO RAPTORS,240,35,92,5,13,20,24,18,23,17,7,3,10,24,home,loss,95.0,INDIANA PACERS,120.0
