team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PHILADELPHIA 76ERS,240,40,86,1,7,27,35,11,30,13,14,3,7,17
ATLANTA HAWKS,240,47,87,7,16,10,17,11,32,29,5,8,15,25
LOS ANGELES CLIPPERS,240,37,85,1,5,22,22,17,40,22,6,6,18,26
CHARLOTTE BOBCATS,240,30,81,4,13,24,34,11,26,20,10,5,10,18
INDIANA PACERS,240,34,80,4,19,17,24,13,33,19,10,7,16,26
CLEVELAND CAVALIERS,240,31,72,6,13,26,37,11,33,17,8,5,16,19
HOUSTON ROCKETS,240,27,86,5,24,27,31,16,33,20,8,2,15,28
DENVER NUGGETS,240,41,86,7,15,19,31,16,42,32,10,6,17,24
GOLDEN STATE WARRIORS,240,38,84,5,11,4,9,15,27,18,2,3,10,25
DETROIT PISTONS,240,38,79,5,21,16,25,12,29,27,3,5,7,12
CHICAGO BULLS,240,26,73,3,14,22,28,12,30,13,8,1,15,25
MEMPHIS GRIZZLIES,240,30,71,10,25,25,33,11,32,22,9,5,14,23
NEW JERSEY NETS,240,30,77,9,22,26,32,4,46,17,4,3,9,27
MIAMI HEAT,240,30,82,6,19,22,35,8,42,19,5,4,9,27
NEW ORLEANS/OKLAHOMA CITY HORNETS,240,31,81,5,14,27,39,15,31,18,6,1,9,23
MILWAUKEE BUCKS,240,38,78,7,18,18,24,10,32,21,2,3,13,31
PORTLAND TRAIL BLAZERS,240,31,70,2,9,27,40,11,36,19,6,6,13,18
MINNESOTA TIMBERWOLVES,240,32,76,4,13,15,16,6,24,22,8,5,11,29
UTAH JAZZ,240,30,65,1,9,29,42,14,26,20,7,3,20,34
NEW YORK KNICKS,240,31,67,4,12,32,45,12,15,14,14,5,15,33
LOS ANGELES LAKERS,240,36,73,7,20,25,36,8,29,24,7,7,10,25
ORLANDO MAGIC,240,32,81,1,13,23,34,16,30,16,4,2,12,29
WASHINGTON WIZARDS,240,41,82,9,13,21,31,14,38,14,3,0,15,18
PHOENIX SUNS,240,42,86,12,22,15,20,6,24,27,7,6,6,21
TORONTO RAPTORS,240,35,73,5,11,15,25,8,31,13,8,3,14,23
SAN ANTONIO SPURS,240,38,72,5,14,14,27,6,30,19,6,3,15,17
DALLAS MAVERICKS,240,33,74,4,14,31,36,10,27,19,6,3,12,21
SEATTLE SUPERSONICS,240,37,85,5,20,19,24,18,29,16,9,4,13,29
