team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DENVER NUGGETS,240,39,73,4,14,19,27,4,30,24,10,5,18,21
BOSTON CELTICS,240,42,82,5,21,17,24,8,27,25,9,2,14,24
CHARLOTTE BOBCATS,240,31,82,5,18,11,15,11,29,20,11,1,14,17
DETROIT PISTONS,240,39,80,8,17,8,13,10,39,33,9,7,15,16
SEATTLE SUPERSONICS,240,47,80,7,14,19,24,8,32,26,9,3,15,23
LOS ANGELES LAKERS,240,42,91,11,28,18,25,17,23,25,10,4,14,21
PHILADELPHIA 76ERS,240,34,72,3,11,23,31,8,24,22,12,5,16,17
MEMPHIS GRIZZLIES,240,36,78,5,13,14,18,14,31,16,9,9,21,24
CLEVELAND CAVALIERS,240,30,74,2,11,30,37,10,30,10,6,3,14,29
MIAMI HEAT,240,34,78,6,17,24,33,13,32,19,4,3,15,28
NEW JERSEY NETS,240,31,60,7,16,26,28,3,37,21,3,1,21,21
NEW ORLEANS/OKLAHOMA CITY HORNETS,240,33,81,4,13,14,19,8,25,14,14,2,7,26
PHOENIX SUNS,240,41,82,13,30,6,10,8,22,26,8,5,11,14
PORTLAND TRAIL BLAZERS,240,46,86,9,16,10,13,14,31,29,7,5,13,13
DALLAS MAVERICKS,240,32,88,4,17,12,16,13,32,14,6,10,9,19
SACRAMENTO KINGS,240,34,81,5,14,12,20,10,33,19,3,5,11,16
HOUSTON ROCKETS,240,33,71,7,16,8,11,6,33,19,8,4,11,17
SAN ANTONIO SPURS,240,37,81,5,17,9,13,10,30,17,8,3,9,13
INDIANA PACERS,240,37,79,5,23,10,13,14,31,20,4,4,19,18
TORONTO RAPTORS,240,39,86,3,16,12,15,16,23,11,11,5,12,17
