team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW YORK KNICKS,240,31,70,2,6,18,28,11,20,15,4,2,18,22
INDIANA PACERS,240,37,78,7,21,20,24,13,27,28,12,7,11,22
DALLAS MAVERICKS,240,28,75,3,13,16,18,14,31,15,2,6,13,24
LOS ANGELES CLIPPERS,240,25,71,3,7,20,27,13,28,14,5,10,8,19
CLEVELAND CAVALIERS,240,37,69,11,18,18,27,5,30,16,6,5,8,27
NEW ORLEANS/OKLAHOMA CITY HORNETS,240,33,79,3,13,32,39,19,30,13,4,3,7,17
ATLANTA HAWKS,240,34,79,2,13,18,26,13,26,10,7,4,11,21
ORLANDO MAGIC,240,41,78,6,13,17,24,12,34,27,4,4,12,20
WASHINGTON WIZARDS,240,30,76,6,19,31,39,8,31,17,9,2,13,21
PHILADELPHIA 76ERS,240,39,82,11,27,16,21,12,36,26,6,5,16,24
DENVER NUGGETS,240,43,80,4,12,20,25,12,28,29,17,4,16,16
PORTLAND TRAIL BLAZERS,240,34,81,13,24,17,20,15,22,24,11,3,24,18
HOUSTON ROCKETS,240,35,78,3,16,10,16,11,25,14,12,2,12,25
UTAH JAZZ,240,28,61,8,16,21,26,6,30,25,7,3,19,13
