team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PHILADELPHIA 76ERS,240,36,74,3,11,25,31,8,26,19,11,6,13,20
CLEVELAND CAVALIERS,240,34,78,6,23,21,24,14,26,19,7,8,19,26
SEATTLE SUPERSONICS,240,35,79,4,13,17,20,8,29,9,10,8,15,24
DALLAS MAVERICKS,240,43,91,6,17,18,21,17,33,25,7,2,12,21
PORTLAND TRAIL BLAZERS,240,41,80,8,15,14,19,12,29,27,6,4,20,33
DENVER NUGGETS,240,37,77,3,6,28,42,11,26,25,9,8,10,17
MINNESOTA TIMBERWOLVES,240,32,85,0,6,13,19,13,26,18,9,5,17,27
GOLDEN STATE WARRIORS,240,38,80,6,14,27,30,9,38,26,10,11,12,17
DETROIT PISTONS,240,33,77,3,9,16,22,12,32,19,5,9,8,17
INDIANA PACERS,240,38,98,6,14,11,14,25,34,25,2,4,7,20
MEMPHIS GRIZZLIES,240,26,66,4,12,22,25,6,34,19,6,7,15,29
MILWAUKEE BUCKS,240,30,78,4,15,24,32,15,34,21,9,7,11,23
MIAMI HEAT,240,31,77,6,23,24,30,7,30,22,7,3,14,20
NEW JERSEY NETS,240,42,79,9,22,12,18,5,36,31,7,4,14,23
LOS ANGELES LAKERS,240,35,85,13,35,7,12,16,24,21,13,1,16,19
NEW ORLEANS/OKLAHOMA CITY HORNETS,240,42,74,5,7,17,20,9,31,23,2,4,16,18
BOSTON CELTICS,240,34,78,5,16,18,21,10,23,15,11,8,10,25
ORLANDO MAGIC,240,38,75,2,8,22,28,13,30,20,3,2,13,18
CHICAGO BULLS,240,40,90,10,27,11,16,10,34,18,5,2,12,17
PHOENIX SUNS,240,43,89,17,39,15,19,11,37,30,6,2,15,16
ATLANTA HAWKS,240,24,72,5,20,32,45,20,32,14,7,7,19,25
WASHINGTON WIZARDS,240,33,80,4,10,28,31,11,29,16,5,4,13,30
