team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DENVER NUGGETS,240,37,72,5,12,22,29,7,30,27,11,4,21,22
CHARLOTTE BOBCATS,240,33,79,3,16,16,23,16,27,24,13,3,26,23
MIAMI HEAT,240,39,87,6,13,16,27,13,27,27,8,5,7,28
CHICAGO BULLS,240,33,77,7,22,24,36,12,34,26,4,4,13,22
ATLANTA HAWKS,240,34,78,1,8,31,41,15,28,20,10,4,13,20
CLEVELAND CAVALIERS,240,35,77,7,18,17,27,13,29,19,8,5,18,31
SACRAMENTO KINGS,240,33,72,7,11,20,25,7,25,25,2,3,6,19
MINNESOTA TIMBERWOLVES,240,35,81,3,12,18,24,13,31,23,5,1,7,24
LOS ANGELES CLIPPERS,265,31,93,2,8,23,28,13,48,13,3,4,5,21
SAN ANTONIO SPURS,265,42,94,5,15,6,19,11,47,17,2,8,4,19
GOLDEN STATE WARRIORS,265,38,80,8,26,26,31,8,32,22,7,3,14,28
SEATTLE SUPERSONICS,265,37,99,10,21,23,29,18,32,20,9,3,11,24
NEW JERSEY NETS,240,28,71,3,17,15,23,7,23,16,8,3,13,23
WASHINGTON WIZARDS,240,33,67,8,15,20,30,8,35,20,8,0,14,23
