team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ATLANTA HAWKS,240,36,73,11,19,20,25,10,28,22,8,4,15,19
BOSTON CELTICS,240,38,80,6,13,16,19,8,27,24,9,4,14,21
DALLAS MAVERICKS,265,42,86,6,18,24,32,14,34,24,3,10,16,31
DENVER NUGGETS,265,41,93,7,18,23,29,12,25,31,5,8,11,28
SEATTLE SUPERSONICS,240,34,89,5,18,12,17,15,26,18,3,1,5,22
DETROIT PISTONS,240,37,88,4,17,19,28,20,34,22,2,8,8,16
PHILADELPHIA 76ERS,240,36,85,2,10,19,24,10,22,15,6,7,16,21
LOS ANGELES LAKERS,240,48,82,13,20,10,18,10,33,25,8,5,20,20
UTAH JAZZ,240,24,78,1,11,16,26,16,32,13,4,9,16,31
MEMPHIS GRIZZLIES,240,25,69,6,22,31,39,13,37,17,5,9,11,27
CHICAGO BULLS,240,36,76,5,16,28,30,9,30,28,4,4,8,23
MILWAUKEE BUCKS,240,35,78,6,19,15,19,11,26,22,3,1,13,28
ORLANDO MAGIC,240,41,85,5,10,19,25,17,29,20,11,4,21,31
NEW JERSEY NETS,240,37,79,6,16,33,37,11,25,31,11,6,15,21
PORTLAND TRAIL BLAZERS,240,33,72,7,17,7,9,7,28,15,8,6,17,21
NEW ORLEANS/OKLAHOMA CITY HORNETS,240,35,81,5,17,15,20,16,28,13,5,7,13,12
WASHINGTON WIZARDS,240,34,82,3,13,21,28,10,20,16,9,3,11,24
NEW YORK KNICKS,240,43,79,3,8,24,31,16,33,19,5,0,19,27
MIAMI HEAT,240,36,92,6,20,15,20,14,33,18,4,1,14,22
PHOENIX SUNS,240,42,79,13,26,14,22,4,40,38,4,4,14,16
LOS ANGELES CLIPPERS,240,41,92,3,8,29,32,17,22,19,9,7,12,25
SACRAMENTO KINGS,240,45,82,3,9,25,29,10,31,23,6,5,17,24
MINNESOTA TIMBERWOLVES,240,29,74,5,9,14,18,10,30,10,9,4,18,20
SAN ANTONIO SPURS,240,35,76,2,8,11,19,10,28,13,10,6,11,19
HOUSTON ROCKETS,240,33,74,6,18,20,25,9,29,19,6,0,13,21
TORONTO RAPTORS,240,41,82,12,27,18,24,14,31,21,6,7,11,25
