team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
INDIANA PACERS,240,26,80,6,26,13,20,12,24,17,5,4,14,24
BOSTON CELTICS,240,32,71,3,5,18,25,10,34,22,5,6,17,23
PHOENIX SUNS,240,37,93,6,21,16,20,9,35,21,2,5,8,24
DALLAS MAVERICKS,240,41,89,2,12,18,32,15,39,12,5,7,8,18
SACRAMENTO KINGS,240,42,84,3,12,11,15,7,30,26,7,2,11,16
DETROIT PISTONS,240,44,87,10,20,11,15,13,29,32,8,8,12,13
HOUSTON ROCKETS,265,39,80,8,20,25,35,15,46,24,3,7,19,22
GOLDEN STATE WARRIORS,265,37,89,15,37,16,23,7,25,29,7,2,8,27
LOS ANGELES LAKERS,240,36,75,6,15,16,26,15,33,20,7,4,15,22
MEMPHIS GRIZZLIES,240,33,77,4,15,9,17,10,28,20,7,7,12,22
MIAMI HEAT,240,37,80,7,19,19,23,6,37,16,7,8,10,24
MILWAUKEE BUCKS,240,32,83,3,21,16,23,11,35,24,2,2,12,20
CHARLOTTE BOBCATS,240,34,79,2,9,21,35,12,38,16,9,8,13,25
NEW JERSEY NETS,240,30,79,3,14,20,26,13,38,21,4,3,14,27
LOS ANGELES CLIPPERS,240,33,71,2,7,21,25,6,31,8,7,4,16,24
NEW ORLEANS/OKLAHOMA CITY HORNETS,240,37,75,7,13,21,30,6,33,19,7,2,9,22
ORLANDO MAGIC,240,37,76,11,18,20,31,11,27,23,9,2,16,27
NEW YORK KNICKS,240,34,74,1,7,21,28,13,28,20,7,4,17,29
ATLANTA HAWKS,240,40,81,7,13,14,18,13,29,22,8,4,16,31
PHILADELPHIA 76ERS,240,38,88,3,8,27,35,20,25,15,8,4,9,12
CHICAGO BULLS,240,37,64,9,17,22,27,6,36,17,6,6,22,26
TORONTO RAPTORS,240,31,75,9,24,23,27,5,20,18,13,1,13,25
PORTLAND TRAIL BLAZERS,240,24,64,3,8,26,33,9,27,10,7,11,10,30
UTAH JAZZ,240,29,85,3,12,21,31,26,27,18,5,13,9,26
