team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
HOUSTON ROCKETS,240,35,79,7,22,20,24,7,30,16,7,2,7,28
DETROIT PISTONS,240,30,74,7,21,32,40,11,30,23,4,3,11,21
GOLDEN STATE WARRIORS,240,29,71,8,20,26,31,3,24,16,8,3,12,18
LOS ANGELES CLIPPERS,240,42,90,3,8,18,20,14,35,26,7,7,18,22
TORONTO RAPTORS,240,36,76,10,20,22,27,4,23,20,6,5,15,27
LOS ANGELES LAKERS,240,42,88,10,23,28,33,18,33,18,9,9,14,23
SACRAMENTO KINGS,240,38,88,9,19,14,18,17,26,22,2,2,12,23
MIAMI HEAT,240,47,79,5,15,20,30,8,29,28,10,9,5,16
PHILADELPHIA 76ERS,240,32,80,7,10,15,21,13,33,10,5,6,13,13
MINNESOTA TIMBERWOLVES,240,36,78,2,9,10,17,7,33,22,8,6,12,19
SEATTLE SUPERSONICS,290,54,101,14,29,30,35,10,35,21,9,3,17,24
PHOENIX SUNS,290,57,111,18,38,17,17,13,27,35,6,16,15,30
DALLAS MAVERICKS,265,33,82,5,13,24,33,15,30,15,9,4,10,20
PORTLAND TRAIL BLAZERS,265,35,86,6,14,13,16,18,33,16,1,6,15,28
DENVER NUGGETS,240,35,77,3,9,16,22,7,32,20,13,4,11,19
SAN ANTONIO SPURS,240,30,72,4,23,21,29,9,35,21,6,2,17,16
MEMPHIS GRIZZLIES,240,33,76,8,21,19,23,10,31,23,4,1,10,22
WASHINGTON WIZARDS,240,29,74,6,14,18,26,12,28,18,7,5,12,18
