team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW YORK KNICKS,240,42,87,5,9,22,33,19,19,12,11,2,16,26
ATLANTA HAWKS,240,43,68,12,16,24,32,11,22,20,9,10,19,29
MILWAUKEE BUCKS,240,39,80,5,14,17,25,11,32,25,8,3,18,24
BOSTON CELTICS,240,35,81,5,18,21,25,11,28,30,5,6,16,26
ORLANDO MAGIC,265,40,81,4,8,19,27,6,28,18,8,8,10,27
DALLAS MAVERICKS,265,42,84,6,13,19,26,8,34,20,7,5,12,21
CHICAGO BULLS,240,35,81,5,10,7,12,13,26,20,5,0,15,22
DETROIT PISTONS,240,41,81,9,18,19,26,15,31,29,6,6,12,19
UTAH JAZZ,240,32,75,0,9,19,30,13,27,24,10,3,14,29
INDIANA PACERS,240,28,68,9,22,28,33,10,27,20,5,10,18,25
WASHINGTON WIZARDS,240,26,76,6,24,33,37,8,23,15,7,1,11,27
LOS ANGELES LAKERS,240,34,72,3,13,26,34,13,33,20,6,8,13,27
DENVER NUGGETS,265,38,88,10,22,20,23,8,33,32,13,9,15,26
NEW JERSEY NETS,265,41,87,12,24,21,27,9,36,32,6,5,17,26
PHOENIX SUNS,240,42,92,8,29,9,10,13,38,28,5,8,13,13
NEW ORLEANS/OKLAHOMA CITY HORNETS,240,38,84,2,10,10,16,11,32,19,6,9,17,16
MIAMI HEAT,240,41,78,9,20,21,29,9,40,26,4,6,14,28
PHILADELPHIA 76ERS,240,40,88,3,12,22,34,12,23,20,12,6,8,22
SEATTLE SUPERSONICS,240,39,73,12,18,21,26,7,21,20,9,4,13,22
PORTLAND TRAIL BLAZERS,240,39,66,8,17,13,21,5,24,26,10,6,20,29
GOLDEN STATE WARRIORS,240,38,80,17,29,15,23,6,27,27,10,1,11,23
TORONTO RAPTORS,240,35,71,8,15,20,24,4,34,22,3,3,16,24
