team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW YORK KNICKS,240,33,70,4,9,31,38,11,32,17,8,1,16,21
BOSTON CELTICS,240,31,67,2,10,22,27,3,26,22,8,7,16,26
INDIANA PACERS,240,24,66,2,12,23,28,7,28,17,10,3,18,20
DETROIT PISTONS,240,42,92,7,19,7,8,18,34,27,9,6,13,21
LOS ANGELES CLIPPERS,240,34,79,3,16,12,16,8,33,18,9,4,17,25
LOS ANGELES LAKERS,240,37,82,8,29,18,24,8,35,20,12,1,14,21
ORLANDO MAGIC,240,34,66,4,7,21,30,4,21,13,11,2,12,22
MIAMI HEAT,240,33,66,2,9,16,23,8,29,18,6,5,20,25
NEW JERSEY NETS,240,32,78,8,18,23,28,14,42,22,6,5,20,12
MILWAUKEE BUCKS,240,36,96,5,23,6,10,9,30,19,12,3,11,22
ATLANTA HAWKS,240,30,77,1,13,22,26,16,24,10,6,4,16,15
MINNESOTA TIMBERWOLVES,240,35,77,3,6,11,13,14,26,20,5,7,16,23
HOUSTON ROCKETS,240,33,75,5,15,6,11,11,28,26,8,1,17,21
SACRAMENTO KINGS,240,28,69,9,21,21,30,12,31,18,6,1,14,13
MEMPHIS GRIZZLIES,240,31,75,2,10,17,21,12,32,9,7,6,12,17
SAN ANTONIO SPURS,240,33,74,4,15,13,20,10,31,19,6,4,13,21
PHOENIX SUNS,240,43,90,14,37,14,18,7,32,32,9,3,12,15
SEATTLE SUPERSONICS,240,46,87,9,21,15,18,8,34,28,8,2,13,20
CHARLOTTE BOBCATS,240,40,88,2,14,12,15,15,29,25,10,3,16,22
TORONTO RAPTORS,240,34,76,9,26,11,15,7,28,21,7,10,19,23
