team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DETROIT PISTONS,240,33,78,12,23,14,15,8,29,27,6,4,16,19
CHICAGO BULLS,240,30,77,4,14,15,26,10,32,16,10,4,14,20
NEW ORLEANS/OKLAHOMA CITY HORNETS,240,33,75,2,8,20,26,8,24,12,5,5,14,26
DALLAS MAVERICKS,240,36,74,4,8,21,26,11,32,18,7,9,15,27
MIAMI HEAT,240,36,79,9,25,18,25,12,34,19,4,6,13,23
DENVER NUGGETS,240,41,89,4,10,15,20,11,27,31,4,4,7,24
MEMPHIS GRIZZLIES,240,33,72,15,32,9,14,9,22,24,12,4,15,18
HOUSTON ROCKETS,240,31,68,3,15,10,16,12,24,20,11,5,21,14
CLEVELAND CAVALIERS,240,31,89,9,19,19,27,16,26,15,8,3,5,20
LOS ANGELES CLIPPERS,240,41,79,4,10,16,22,9,43,22,2,7,14,23
ORLANDO MAGIC,240,30,69,9,11,15,20,9,28,20,9,2,19,19
MILWAUKEE BUCKS,240,43,76,10,18,8,16,5,27,31,9,2,11,16
TORONTO RAPTORS,240,29,67,5,10,32,36,7,33,20,5,1,11,23
NEW JERSEY NETS,240,29,71,4,17,20,30,8,30,22,4,1,14,26
PHILADELPHIA 76ERS,240,31,76,3,8,26,34,6,32,13,8,5,9,15
SAN ANTONIO SPURS,240,41,85,7,18,11,17,13,31,27,5,9,12,23
