team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
BOSTON CELTICS,240,35,83,3,19,21,28,13,31,24,7,6,17,32
CHICAGO BULLS,240,29,76,6,15,36,46,14,31,17,7,6,17,22
MIAMI HEAT,240,39,83,3,16,18,21,10,26,19,5,2,10,24
CLEVELAND CAVALIERS,240,39,77,7,23,21,33,13,31,19,8,3,15,22
INDIANA PACERS,240,35,70,5,19,14,18,6,36,25,2,7,15,20
MILWAUKEE BUCKS,240,40,94,7,16,9,17,15,28,23,6,1,2,16
UTAH JAZZ,240,36,75,5,15,25,33,13,35,20,5,6,13,22
PORTLAND TRAIL BLAZERS,240,33,74,5,16,18,27,7,23,16,5,4,9,25
WASHINGTON WIZARDS,240,37,73,7,15,18,29,4,26,18,8,5,13,26
SAN ANTONIO SPURS,240,35,76,6,16,30,41,15,34,20,6,10,14,26
