team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
TORONTO RAPTORS,240,33,84,9,21,18,26,13,24,19,10,2,12,24
BOSTON CELTICS,240,36,74,6,18,22,27,7,36,22,6,4,15,26
ORLANDO MAGIC,240,30,69,4,8,20,27,11,29,18,5,9,16,22
CLEVELAND CAVALIERS,240,38,90,9,22,17,29,25,29,20,10,2,12,19
NEW YORK KNICKS,240,32,85,4,8,18,30,19,30,19,7,5,21,24
DENVER NUGGETS,240,35,76,1,11,24,30,8,35,23,11,5,16,25
DETROIT PISTONS,240,33,85,5,15,7,12,12,26,17,10,10,8,20
HOUSTON ROCKETS,240,27,70,3,6,13,17,13,39,14,6,4,19,18
CHARLOTTE BOBCATS,240,35,93,5,15,10,14,20,24,18,12,7,19,28
INDIANA PACERS,240,28,67,3,14,34,44,14,36,17,10,6,22,20
LOS ANGELES CLIPPERS,240,32,72,3,10,30,35,6,37,17,4,9,12,22
LOS ANGELES LAKERS,240,33,85,2,14,23,30,13,28,22,6,3,9,20
PHILADELPHIA 76ERS,240,34,78,4,13,24,32,11,24,13,6,5,11,19
MIAMI HEAT,240,39,78,9,20,19,26,16,30,20,6,5,17,24
ATLANTA HAWKS,240,35,74,7,16,15,24,11,30,10,11,7,22,29
NEW ORLEANS/OKLAHOMA CITY HORNETS,240,33,83,8,16,21,32,17,26,20,13,4,16,24
UTAH JAZZ,240,34,81,6,12,20,32,18,32,13,8,4,16,18
PHOENIX SUNS,240,39,80,13,29,11,18,10,31,31,7,4,16,24
GOLDEN STATE WARRIORS,240,36,85,9,22,10,17,15,23,19,8,2,9,22
PORTLAND TRAIL BLAZERS,240,28,66,5,15,19,22,10,34,15,4,6,24,24
MILWAUKEE BUCKS,240,31,84,4,14,16,24,15,30,18,9,1,18,27
SACRAMENTO KINGS,240,40,78,1,13,22,30,10,36,31,8,6,15,20
CHICAGO BULLS,240,32,85,10,23,10,16,15,27,18,3,3,13,20
SEATTLE SUPERSONICS,240,37,77,10,22,14,19,9,32,23,6,10,12,15
