team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MIAMI HEAT,240,46,78,10,18,8,19,5,43,34,2,8,14,22
GOLDEN STATE WARRIORS,240,33,86,9,26,21,26,7,30,22,8,3,7,23
SACRAMENTO KINGS,240,28,66,5,15,27,33,6,37,17,4,5,11,16
HOUSTON ROCKETS,240,34,86,3,20,9,17,19,34,13,6,0,14,23
MILWAUKEE BUCKS,240,33,76,3,14,19,25,11,27,17,6,1,13,24
INDIANA PACERS,240,40,71,9,18,23,33,9,28,23,6,6,9,21
CHICAGO BULLS,240,34,78,9,20,16,23,7,27,28,4,4,13,33
MINNESOTA TIMBERWOLVES,240,30,77,4,9,35,44,11,35,21,5,5,10,22
DALLAS MAVERICKS,265,46,87,4,15,19,23,10,27,18,9,5,13,26
NEW YORK KNICKS,265,40,97,6,14,31,33,28,26,14,3,0,15,24
UTAH JAZZ,240,40,68,3,6,27,32,7,25,29,9,8,16,30
PHILADELPHIA 76ERS,240,35,69,3,13,29,37,7,19,18,9,3,16,25
LOS ANGELES LAKERS,240,40,83,4,21,19,22,7,26,19,7,4,10,24
PORTLAND TRAIL BLAZERS,240,43,82,5,10,22,29,12,30,21,5,2,10,26
ORLANDO MAGIC,240,36,69,4,11,28,41,14,27,22,5,3,16,28
SEATTLE SUPERSONICS,240,36,69,11,19,30,37,10,21,23,6,4,13,31
CHARLOTTE BOBCATS,240,29,71,6,13,22,26,8,29,15,8,2,15,26
TORONTO RAPTORS,240,32,70,5,18,26,29,6,30,21,9,6,16,22
ATLANTA HAWKS,240,26,66,2,12,18,26,12,19,15,8,3,23,24
WASHINGTON WIZARDS,240,41,81,6,12,15,31,22,30,21,15,7,17,22
