team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
INDIANA PACERS,240,37,83,9,25,10,14,12,27,23,4,8,14,21
ATLANTA HAWKS,240,36,81,4,12,18,26,13,28,17,10,5,11,17
DALLAS MAVERICKS,240,29,67,2,14,34,41,12,24,13,7,5,10,21
CLEVELAND CAVALIERS,240,37,80,9,19,24,27,16,19,18,7,3,10,27
UTAH JAZZ,240,38,65,6,12,33,41,7,24,27,4,8,16,25
DENVER NUGGETS,240,39,79,6,20,20,24,10,17,25,9,2,12,31
NEW ORLEANS/OKLAHOMA CITY HORNETS,240,34,85,4,13,14,18,17,30,18,8,4,10,23
GOLDEN STATE WARRIORS,240,30,79,8,26,17,23,16,33,19,7,5,15,17
SEATTLE SUPERSONICS,240,24,71,6,18,33,40,11,21,14,6,2,20,26
HOUSTON ROCKETS,240,42,81,7,19,24,27,12,34,27,13,2,13,27
ORLANDO MAGIC,240,35,74,3,7,18,30,13,24,21,6,2,14,19
MINNESOTA TIMBERWOLVES,240,42,76,3,6,16,22,10,26,27,9,4,14,21
MEMPHIS GRIZZLIES,240,31,74,4,18,8,12,7,30,21,5,2,9,19
NEW JERSEY NETS,240,32,72,6,20,16,21,10,30,23,5,6,12,16
BOSTON CELTICS,240,44,77,7,17,28,35,9,35,21,12,6,18,28
NEW YORK KNICKS,240,35,76,0,6,28,41,9,30,20,7,4,16,23
DETROIT PISTONS,240,39,87,6,22,17,22,18,21,26,12,2,11,15
PHILADELPHIA 76ERS,240,35,69,4,10,17,18,8,30,18,4,4,19,18
SACRAMENTO KINGS,240,40,78,12,18,14,17,7,26,33,6,3,6,16
PORTLAND TRAIL BLAZERS,240,34,74,7,12,15,20,10,27,20,5,6,9,20
MIAMI HEAT,240,34,81,4,17,26,32,15,36,13,4,2,15,15
TORONTO RAPTORS,240,37,83,6,21,14,17,8,31,21,8,5,10,25
