team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ORLANDO MAGIC,240,39,78,6,13,18,26,9,30,24,5,7,14,23
CHARLOTTE BOBCATS,240,40,90,7,23,21,26,17,27,26,9,5,8,21
HOUSTON ROCKETS,240,25,61,5,14,17,24,8,29,16,3,3,17,22
DALLAS MAVERICKS,240,30,74,4,13,24,28,15,26,12,8,7,11,22
INDIANA PACERS,240,29,82,5,18,12,15,13,30,13,4,7,12,21
MEMPHIS GRIZZLIES,240,41,80,9,20,14,24,11,34,23,7,8,10,14
MIAMI HEAT,240,31,76,6,22,28,36,14,27,18,5,3,14,23
MINNESOTA TIMBERWOLVES,240,38,78,5,11,19,24,8,29,24,5,3,10,25
LOS ANGELES CLIPPERS,240,41,74,7,20,19,21,6,31,23,5,5,19,26
NEW ORLEANS/OKLAHOMA CITY HORNETS,240,44,85,12,22,20,29,13,22,29,6,4,11,19
TORONTO RAPTORS,240,39,84,11,27,25,40,16,19,15,7,2,10,23
NEW YORK KNICKS,240,40,75,5,10,24,35,13,31,25,6,7,18,35
SEATTLE SUPERSONICS,240,35,83,4,18,22,27,13,35,20,8,4,17,23
SACRAMENTO KINGS,240,37,87,8,22,23,29,13,33,26,10,4,14,22
GOLDEN STATE WARRIORS,240,36,86,2,15,22,27,13,26,8,6,2,13,25
SAN ANTONIO SPURS,240,39,82,3,18,26,30,12,31,22,7,7,11,23
PHOENIX SUNS,240,38,94,11,33,12,14,8,27,21,9,3,6,20
UTAH JAZZ,240,41,80,6,10,19,26,14,40,28,4,7,14,15
NEW JERSEY NETS,240,43,77,7,14,19,22,6,25,24,8,3,9,23
WASHINGTON WIZARDS,240,36,81,4,18,24,26,15,27,16,5,3,15,22
