team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ORLANDO MAGIC,240,35,75,1,8,23,31,11,15,23,8,6,17,18
DENVER NUGGETS,240,48,85,2,5,12,17,12,29,31,8,7,15,25
DETROIT PISTONS,240,35,81,9,24,15,23,8,22,24,4,2,9,22
LOS ANGELES LAKERS,240,39,77,4,12,23,26,10,34,26,6,2,11,25
ATLANTA HAWKS,240,34,74,3,9,22,28,11,28,20,7,5,15,34
MIAMI HEAT,240,32,63,3,16,28,44,6,29,21,10,7,16,24
NEW YORK KNICKS,240,36,72,9,14,22,33,10,33,28,6,2,14,23
MILWAUKEE BUCKS,240,38,79,7,18,15,19,5,25,31,7,5,8,23
TORONTO RAPTORS,265,34,75,7,21,25,29,3,35,18,3,2,13,27
NEW JERSEY NETS,265,38,87,4,17,25,34,12,37,27,7,1,12,25
PORTLAND TRAIL BLAZERS,240,34,89,3,11,10,14,15,26,11,9,6,9,20
SAN ANTONIO SPURS,240,41,80,6,14,13,20,12,38,23,3,7,11,11
