team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DENVER NUGGETS,265,38,83,5,16,26,34,16,30,22,8,1,12,20
ATLANTA HAWKS,265,41,96,11,21,17,19,19,28,25,5,3,10,26
MINNESOTA TIMBERWOLVES,240,38,89,4,14,15,22,16,30,17,7,3,13,28
DALLAS MAVERICKS,240,37,74,5,11,23,27,5,33,17,5,6,13,21
HOUSTON ROCKETS,240,29,74,8,22,10,13,10,30,16,8,5,13,21
LOS ANGELES LAKERS,240,25,71,5,20,19,27,11,30,18,8,5,11,17
GOLDEN STATE WARRIORS,240,29,76,9,25,23,30,6,26,15,9,2,13,16
NEW JERSEY NETS,240,46,80,10,20,16,19,6,34,36,7,4,13,23
SAN ANTONIO SPURS,240,30,67,6,11,10,14,6,28,14,4,4,23,18
NEW ORLEANS/OKLAHOMA CITY HORNETS,240,38,86,1,6,12,16,10,28,20,15,4,11,17
WASHINGTON WIZARDS,240,33,78,8,22,18,21,9,26,16,4,6,12,26
PORTLAND TRAIL BLAZERS,240,35,77,5,14,22,31,15,29,26,4,4,13,23
PHILADELPHIA 76ERS,240,40,82,7,12,20,24,13,34,31,12,5,12,18
TORONTO RAPTORS,240,29,84,3,19,19,24,16,27,14,5,6,16,19
