team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MEMPHIS GRIZZLIES,240,29,72,7,23,20,26,10,28,16,6,7,12,19
ATLANTA HAWKS,240,33,83,4,12,14,19,16,29,23,7,5,12,26
UTAH JAZZ,240,35,76,6,18,22,31,13,26,24,6,4,14,27
CHICAGO BULLS,240,37,68,10,19,19,26,6,27,21,5,6,16,25
CHARLOTTE BOBCATS,240,34,87,6,14,25,36,8,20,21,20,5,8,23
MIAMI HEAT,240,42,74,9,19,15,24,11,45,26,3,7,26,25
INDIANA PACERS,240,33,73,5,12,31,47,10,31,19,18,9,17,30
MILWAUKEE BUCKS,240,35,89,5,13,28,39,22,31,17,6,7,21,32
HOUSTON ROCKETS,240,33,71,13,21,20,23,8,30,23,4,5,13,29
NEW JERSEY NETS,240,29,78,9,20,24,28,11,26,19,3,2,9,23
DALLAS MAVERICKS,240,38,74,8,19,25,30,10,19,18,8,0,11,23
NEW ORLEANS/OKLAHOMA CITY HORNETS,240,39,70,4,11,21,25,8,28,21,4,2,15,27
GOLDEN STATE WARRIORS,240,31,86,6,25,18,25,14,41,12,6,3,17,22
PHOENIX SUNS,240,39,92,6,19,17,22,15,36,21,9,7,9,21
SAN ANTONIO SPURS,240,34,83,8,14,19,22,12,27,14,6,1,14,19
WASHINGTON WIZARDS,240,43,78,7,14,17,25,7,33,21,9,3,13,18
