team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MILWAUKEE BUCKS,240,33,81,5,9,22,32,8,31,20,7,4,14,23
CHICAGO BULLS,240,38,77,4,11,12,17,8,33,23,4,8,19,28
BOSTON CELTICS,240,40,79,6,16,24,29,5,27,21,6,4,18,28
DENVER NUGGETS,240,41,78,6,17,32,43,7,27,29,12,8,14,23
SEATTLE SUPERSONICS,240,40,89,6,22,10,12,15,24,12,6,1,12,28
INDIANA PACERS,240,37,71,11,26,30,35,10,30,21,6,3,13,15
CHARLOTTE BOBCATS,240,33,77,6,22,14,22,17,26,12,7,5,20,29
NEW ORLEANS/OKLAHOMA CITY HORNETS,240,37,78,4,11,25,35,16,25,21,8,5,14,20
PHOENIX SUNS,315,53,112,13,44,14,16,7,40,39,7,4,17,41
NEW YORK KNICKS,315,52,105,4,11,32,54,19,44,23,12,1,22,27
