team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHICAGO BULLS,240,35,76,4,13,6,16,11,27,21,6,11,24,32
CHARLOTTE BOBCATS,240,33,88,2,12,25,31,21,29,11,12,5,16,18
BOSTON CELTICS,240,41,77,4,13,23,30,11,27,28,4,1,21,17
GOLDEN STATE WARRIORS,240,44,82,6,22,17,25,8,20,30,17,7,10,25
MEMPHIS GRIZZLIES,265,35,83,9,23,21,31,11,36,23,4,2,11,26
LOS ANGELES LAKERS,265,35,84,8,18,21,31,14,33,21,6,8,16,29
SEATTLE SUPERSONICS,240,35,79,6,16,19,25,17,28,14,9,3,22,28
MINNESOTA TIMBERWOLVES,240,43,74,6,13,16,28,6,26,31,9,8,17,24
HOUSTON ROCKETS,240,28,75,7,19,27,34,12,35,14,4,2,13,26
NEW ORLEANS/OKLAHOMA CITY HORNETS,240,36,75,6,13,14,26,5,35,27,6,5,9,24
NEW YORK KNICKS,240,31,87,5,11,28,35,27,24,14,0,3,18,27
ORLANDO MAGIC,240,38,72,1,5,28,42,11,27,20,14,7,11,24
PHILADELPHIA 76ERS,240,33,81,7,14,18,24,10,34,15,7,9,19,22
PORTLAND TRAIL BLAZERS,240,35,97,2,8,23,32,19,30,20,9,4,11,20
ATLANTA HAWKS,240,40,71,7,10,15,16,5,25,18,7,6,20,21
TORONTO RAPTORS,240,42,82,7,14,17,20,8,22,21,8,2,13,20
PHOENIX SUNS,240,41,88,7,24,15,17,9,28,31,7,3,14,21
WASHINGTON WIZARDS,240,41,84,3,15,14,20,9,35,17,7,2,19,23
