team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CLEVELAND CAVALIERS,240,31,72,3,14,13,23,8,32,14,6,2,20,22
DETROIT PISTONS,240,36,80,4,19,14,19,11,33,23,12,9,11,16
BOSTON CELTICS,240,40,76,5,18,27,38,10,25,22,6,1,12,30
LOS ANGELES LAKERS,240,37,78,7,21,30,42,13,30,23,8,5,10,30
MEMPHIS GRIZZLIES,240,33,67,5,12,28,40,5,27,15,8,4,16,30
MINNESOTA TIMBERWOLVES,240,36,71,4,10,29,40,10,30,24,9,7,15,30
INDIANA PACERS,240,35,73,6,17,25,33,11,36,21,6,4,14,21
NEW JERSEY NETS,240,35,81,4,14,17,20,7,26,29,9,4,8,21
HOUSTON ROCKETS,240,29,69,5,21,26,33,3,37,21,9,4,17,29
ORLANDO MAGIC,240,28,67,3,6,25,39,7,33,14,8,5,18,33
NEW ORLEANS/OKLAHOMA CITY HORNETS,240,32,74,3,10,21,27,14,32,15,3,3,11,25
PORTLAND TRAIL BLAZERS,240,32,71,1,9,10,24,8,25,14,6,5,9,24
